DSSS_TIME (Time)," DSSS_TAU (Shear_Stress, kPa)"," DSSS_SIGV (Normal_Stress, kPa)"," DSSS_YHV (Shear_Strain, %)"," DSSS_EPSV (Vertical_Strain, %)"
64.4896,3.6,18.6,0.889,0.017
64.5893,3.1,18.4,0.864,0.014
64.689,2.6,18.4,0.843,0.031
64.7886,2,18.1,0.815,0.017
64.8883,1.5,18.1,0.783,0.017
64.988,0.9,18,0.755,0.014
65.0877,0.4,17.9,0.717,0.017
65.1873,-0.1,17.7,0.682,0.017
65.287,-0.6,17.6,0.643,0.017
65.3867,-1.1,17.5,0.611,0.017
65.4864,-1.7,17.5,0.562,0.017
65.586,-2.1,17.4,0.523,0.017
65.6857,-2.7,17.4,0.474,0.035
65.7854,-3.2,17.3,0.432,0.017
65.8851,-3.7,17.2,0.386,0.017
65.9847,-4.2,17.2,0.337,0.017
66.0844,-4.6,17.3,0.288,0.017
66.1841,-5.1,17.4,0.239,0.017
66.2838,-5.7,17.4,0.186,0.014
66.3834,-6.1,17.4,0.144,0.017
66.4831,-6.6,17.5,0.098,0.017
66.5828,-7,17.5,0.06,0.017
66.6825,-7.4,17.6,0.021,0.028
66.7821,-7.6,17.7,-0.018,0.017
66.8818,-8.2,17.8,-0.053,0.021
66.9815,-8.4,17.8,-0.081,0.021
67.0812,-8.6,17.8,-0.109,0.017
67.1808,-8.8,17.8,-0.133,0.017
67.2805,-9,17.8,-0.155,0.017
67.3802,-9.1,18,-0.176,0.021
67.4799,-9.2,17.9,-0.19,0.017
67.5795,-9.3,18,-0.2,0.017
67.6792,-9.3,17.9,-0.211,0.017
67.7789,-9.2,18,-0.214,0.021
67.8786,-9.2,18,-0.214,0.017
67.9782,-9,17.9,-0.218,0.017
68.0779,-8.9,18,-0.218,0.017
68.1776,-8.7,18,-0.218,0.017
68.2773,-8.5,18.1,-0.214,0.017
68.3769,-8.2,17.9,-0.214,0.017
68.4766,-8,18,-0.214,0.021
68.5763,-7.6,17.8,-0.204,0.014
68.676,-7.2,17.9,-0.197,0.017
68.7756,-6.9,17.9,-0.19,0.024
68.8753,-6.4,17.8,-0.183,0.021
68.975,-6,17.7,-0.169,0.017
69.0747,-5.5,17.8,-0.158,0.017
69.1743,-5,17.7,-0.137,0.017
69.274,-4.6,17.6,-0.123,0.017
69.3737,-4.1,17.6,-0.105,0.017
69.4734,-3.6,17.5,-0.084,0.017
69.573,-3.1,17.4,-0.06,0.017
69.6727,-2.5,17.3,-0.028,0.017
69.7724,-2,17.4,0,0.024
69.8721,-1.5,17.3,0.032,0.017
69.9717,-1,17.1,0.067,0.014
70.0714,-0.4,17.2,0.102,0.021
70.1711,0.1,17,0.133,0.017
70.2708,0.7,17.2,0.176,0.017
70.3704,1.2,17.1,0.211,0.017
70.4701,1.7,17.1,0.249,0.017
70.5698,2.2,17.1,0.292,0.014
70.6694,2.7,17.2,0.33,0.014
70.7691,3.3,17.2,0.372,0.035
70.8688,3.8,17.3,0.415,0.017
70.9685,4.3,17.3,0.464,0.017
71.0681,4.8,17.4,0.506,0.017
71.1678,5.2,17.4,0.555,0.014
71.2675,5.6,17.5,0.597,0.017
71.3672,6.2,17.8,0.65,0.014
71.4669,6.5,17.9,0.692,0.014
71.5665,7,18,0.734,0.017
71.6662,7.4,18.2,0.78,0.017
71.7659,7.8,18.3,0.815,0.031
71.8655,8,18.4,0.85,0.014
71.9652,8.3,18.5,0.882,0.017
72.0649,8.6,18.7,0.917,0.014
72.1646,8.8,18.7,0.945,0.014
72.2642,9,18.7,0.963,0.014
72.3639,9.2,18.8,0.984,0.017
72.4636,9.2,18.9,1.001,0.014
72.5633,9.4,19,1.019,0.014
72.6629,9.3,18.9,1.026,0.01
72.7626,9.3,19,1.033,0.017
72.8623,9.3,18.8,1.04,0.01
72.962,9.2,18.9,1.04,0.014
73.0616,9.1,18.8,1.04,0.014
73.1613,8.8,18.9,1.043,0.014
73.261,8.6,18.8,1.043,0.017
73.3607,8.4,18.8,1.04,0.014
73.4603,8.1,18.8,1.04,0.01
73.56,7.7,18.7,1.026,0.014
73.6597,7.4,18.7,1.026,0.01
73.7594,7,18.4,1.019,0.014
73.859,6.6,18.5,1.012,0.014
73.9587,6.2,18.4,1.001,0.017
74.0584,5.8,18.4,0.991,0.01
74.1581,5.2,18.3,0.973,0.014
74.2577,4.7,18.1,0.963,0.014
74.3574,4.2,18,0.945,0.014
74.4571,3.7,17.9,0.924,0.014
74.5568,3.2,17.8,0.903,0.014
74.6564,2.8,17.6,0.882,0.014
74.7561,2.1,17.5,0.854,0.014
74.8558,1.7,17.4,0.826,0.014
74.9555,1.2,17.4,0.794,0.014
75.0551,0.6,17.2,0.759,0.014
75.1548,0,17.1,0.724,0.01
75.2545,-0.4,17,0.689,0.014
75.3542,-0.9,16.8,0.65,0.01
75.4538,-1.5,16.9,0.608,0.014
75.5535,-2,16.7,0.566,0.014
75.6532,-2.4,16.7,0.516,0.014
75.7529,-2.9,16.6,0.471,0.014
75.8525,-3.5,16.5,0.422,0.028
75.9522,-4,16.5,0.369,0.017
76.0519,-4.4,16.6,0.323,0.014
76.1516,-4.8,16.6,0.271,0.014
76.2512,-5.4,16.7,0.214,0.017
76.3509,-5.9,16.8,0.165,0.017
76.4506,-6.4,16.6,0.116,0.017
76.5503,-6.9,16.8,0.074,0.014
76.6499,-7.3,16.9,0.032,0.017
76.7496,-7.7,17,-0.007,0.017
76.8493,-8,17.1,-0.046,0.024
76.949,-8.3,17.1,-0.077,0.014
77.0486,-8.6,17.2,-0.105,0.014
77.1483,-8.9,17.2,-0.133,0.014
77.248,-9,17.3,-0.155,0.017
77.3477,-9.2,17.3,-0.176,0.017
77.4473,-9.3,17.3,-0.19,0.017
77.547,-9.3,17.3,-0.2,0.017
77.6467,-9.3,17.4,-0.211,0.017
77.7464,-9.3,17.4,-0.218,0.014
77.846,-9.3,17.5,-0.221,0.028
77.9457,-9.2,17.4,-0.221,0.014
78.0454,-9,17.4,-0.221,0.014
78.1451,-8.9,17.4,-0.221,0.017
78.2447,-8.6,17.3,-0.221,0.014
78.3444,-8.2,17.4,-0.218,0.014
78.4441,-8,17.4,-0.214,0.01
78.5438,-7.7,17.4,-0.207,0.017
78.6434,-7.4,17.3,-0.204,0.017
78.7431,-7,17.3,-0.197,0.014
78.8428,-6.6,17.2,-0.19,0.021
78.9425,-6.1,17.1,-0.179,0.017
79.0421,-5.7,17.2,-0.162,0.017
79.1418,-5.3,17.1,-0.151,0.014
79.2415,-4.8,17.1,-0.133,0.014
79.3412,-4.3,16.9,-0.119,0.014
79.4408,-3.8,16.9,-0.095,0.014
79.5405,-3.3,16.8,-0.07,0.014
79.6402,-2.8,16.7,-0.046,0.017
79.7399,-2.3,16.6,-0.014,0.014
79.8395,-1.7,16.6,0.014,0.014
79.9392,-1.2,16.5,0.049,0.014
80.0389,-0.6,16.5,0.088,0.014
80.1386,-0.1,16.5,0.123,0.017
80.2382,0.5,16.4,0.162,0.017
80.3379,1,16.4,0.197,0.017
80.4376,1.4,16.3,0.239,0.014
80.5373,2.1,16.5,0.285,0.014
80.6369,2.6,16.5,0.323,0.014
80.7366,3.1,16.5,0.369,0.014
80.8363,3.6,16.6,0.411,0.014
80.936,4.1,16.7,0.453,0.021
81.0356,4.6,16.8,0.506,0.014
81.1353,5,16.8,0.552,0.014
81.235,5.6,17,0.601,0.014
81.3347,5.9,17,0.653,0.014
81.4343,6.5,17.3,0.696,0.014
81.534,6.8,17.3,0.745,0.014
81.6337,7.2,17.6,0.783,0.014
81.7334,7.7,17.7,0.826,0.014
81.833,8,17.8,0.864,0.014
81.9327,8.3,18,0.899,0.024
82.0324,8.5,18,0.931,0.01
82.1321,8.8,18.2,0.963,0.014
82.2317,8.9,18.2,0.987,0.014
82.3314,9.1,18.2,1.005,0.014
82.4311,9.1,18.2,1.026,0.014
82.5308,9.4,18.4,1.043,0.017
82.6304,9.3,18.3,1.05,0.014
82.7301,9.4,18.4,1.064,0.01
82.8298,9.2,18.4,1.068,0.014
82.9295,9.1,18.3,1.071,0.024
83.0291,8.9,18.4,1.071,0.01
83.1288,8.8,18.2,1.071,0.014
83.2285,8.7,18.3,1.075,0.01
83.3282,8.5,18.2,1.071,0.014
83.4278,8.2,18.3,1.068,0.01
83.5275,7.9,18.1,1.064,0.014
83.6272,7.5,18.1,1.061,0.007
83.7269,7.2,18.1,1.054,0.014
83.8265,6.7,18.1,1.047,0.01
83.9262,6.3,18,1.036,0.028
84.0259,5.9,17.8,1.022,0.01
84.1255,5.3,17.8,1.012,0.014
84.2252,4.8,17.5,0.998,0.01
84.3249,4.4,17.6,0.977,0.01
84.4246,3.9,17.4,0.959,0.01
84.5243,3.4,17.4,0.938,0.01
84.6239,2.9,17.1,0.917,0.01
84.7236,2.3,17,0.892,0.01
84.8233,1.8,17,0.861,0.01
84.923,1.2,16.8,0.829,0.01
85.0226,0.8,16.8,0.797,0.01
85.1223,0.2,16.5,0.759,0.014
85.222,-0.2,16.6,0.727,0.014
85.3216,-0.8,16.3,0.685,0.014
85.4213,-1.3,16.2,0.646,0.014
85.521,-1.8,16.2,0.608,0.014
85.6207,-2.3,16.1,0.562,0.014
85.7204,-2.7,15.9,0.516,0.014
85.82,-3.3,15.9,0.464,0.017
85.9197,-3.8,16,0.411,0.017
86.0194,-4.2,16,0.358,0.014
86.119,-4.8,16.1,0.302,0.014
86.2187,-5.1,16,0.246,0.01
86.3184,-5.7,16.1,0.193,0.01
86.4181,-6.2,16.1,0.141,0.014
86.5177,-6.7,16.2,0.091,0.014
86.6174,-7.1,16.3,0.046,0.014
86.7171,-7.5,16.4,0.007,0.014
86.8168,-8,16.4,-0.032,0.017
86.9164,-8.3,16.5,-0.07,0.014
87.0161,-8.6,16.7,-0.102,0.024
87.1158,-8.8,16.6,-0.13,0.014
87.2155,-8.9,16.8,-0.155,0.01
87.3151,-9.2,16.7,-0.172,0.014
87.4148,-9.3,16.8,-0.19,0.014
87.5145,-9.3,16.8,-0.207,0.014
87.6142,-9.4,16.8,-0.218,0.014
87.7138,-9.3,16.9,-0.218,0.01
87.8135,-9.4,16.9,-0.225,0.017
87.9132,-9.1,16.8,-0.225,0.014
88.0129,-9.1,16.8,-0.225,0.031
88.1125,-8.9,16.9,-0.228,0.014
88.2122,-8.7,16.8,-0.228,0.014
88.3119,-8.5,16.9,-0.225,0.014
88.4116,-8.1,16.8,-0.218,0.01
88.5112,-7.8,16.7,-0.218,0.014
88.6109,-7.5,16.6,-0.211,0.014
88.7106,-6.9,16.6,-0.207,0.01
88.8103,-6.6,16.7,-0.197,0.014
88.9099,-6.3,16.5,-0.186,0.017
89.0096,-5.8,16.7,-0.179,0.024
89.1093,-5.3,16.5,-0.162,0.014
89.209,-4.9,16.5,-0.144,0.014
89.3086,-4.4,16.4,-0.126,0.017
89.4083,-3.9,16.3,-0.105,0.014
89.508,-3.4,16.3,-0.077,0.014
89.6077,-2.9,16.1,-0.053,0.014
89.7073,-2.4,16.2,-0.028,0.014
89.807,-1.8,16,0.004,0.014
89.9067,-1.4,16,0.035,0.014
90.0064,-0.9,15.9,0.074,0.024
90.106,-0.4,15.9,0.109,0.014
90.2057,0.2,15.8,0.151,0.017
90.3054,0.8,15.7,0.186,0.017
90.4051,1.3,15.9,0.228,0.014
90.5047,1.8,15.9,0.274,0.014
90.6044,2.4,16,0.316,0.014
90.7041,2.9,15.9,0.358,0.014
90.8038,3.5,16,0.408,0.014
90.9034,3.8,16,0.453,0.014
91.0031,4.4,16.2,0.502,0.017
91.1028,4.8,16.2,0.555,0.014
91.2025,5.4,16.3,0.608,0.014
91.3021,5.9,16.5,0.66,0.014
91.4018,6.2,16.5,0.706,0.017
91.5015,6.7,16.8,0.755,0.01
91.6012,7.1,16.8,0.801,0.014
91.7008,7.5,17.1,0.847,0.01
91.8005,7.9,17.1,0.885,0.014
91.9002,8.2,17.4,0.924,0.01
91.9999,8.5,17.5,0.956,0.014
92.0995,8.7,17.5,0.987,0.01
92.1992,9,17.7,1.015,0.01
92.2989,9.1,17.7,1.036,0.01
92.3986,9.2,17.8,1.05,0.014
92.4982,9.3,17.8,1.071,0.014
92.5979,9.3,17.9,1.082,0.01
92.6976,9.3,17.8,1.093,0.014
92.7973,9.3,17.8,1.1,0.014
92.8969,9.3,17.9,1.103,0.007
92.9966,9.1,17.8,1.103,0.014
93.0963,9,17.8,1.107,0.024
93.196,8.7,17.7,1.103,0.01
93.2956,8.5,17.7,1.107,0.01
93.3953,8.2,17.7,1.1,0.01
93.495,8,17.8,1.1,0.007
93.5947,7.6,17.5,1.089,0.014
93.6943,7.3,17.5,1.086,0.01
93.794,6.8,17.4,1.079,0.01
93.8937,6.5,17.5,1.075,0.014
93.9934,5.9,17.3,1.057,0.01
94.093,5.6,17.3,1.047,0.028
94.1927,5,17.1,1.033,0.01
94.2924,4.6,17.1,1.019,0.007
94.3921,4.1,17,0.998,0.007
94.4917,3.5,16.8,0.98,0.01
94.5914,3,16.7,0.956,0.007
94.6911,2.6,16.5,0.934,0.01
94.7908,2,16.5,0.906,0.01
94.8904,1.5,16.4,0.875,0.01
94.9901,0.9,16.2,0.84,0.01
95.0898,0.4,16.2,0.801,0.024
95.1895,-0.1,15.9,0.769,0.01
95.2891,-0.7,15.9,0.731,0.014
95.3888,-1.1,15.7,0.692,0.014
95.4885,-1.6,15.7,0.646,0.014
95.5882,-2.1,15.5,0.604,0.01
95.6878,-2.6,15.6,0.552,0.017
95.7875,-3,15.5,0.506,0.014
95.8872,-3.6,15.4,0.453,0.01
95.9869,-4,15.3,0.397,0.017
96.0865,-4.5,15.5,0.337,0.017
96.1862,-5,15.5,0.281,0.01
96.2859,-5.7,15.5,0.221,0.01
96.3856,-6,15.6,0.169,0.017
96.4852,-6.6,15.6,0.116,0.01
96.5849,-6.9,15.7,0.067,0.014
96.6846,-7.5,15.8,0.018,0.014
96.7843,-7.7,15.9,-0.021,0.01
96.8839,-8.2,15.9,-0.06,0.014
96.9836,-8.4,16,-0.091,0.017
97.0833,-8.7,16.1,-0.119,0.014
97.183,-8.9,16.2,-0.151,0.014
97.2826,-9,16.2,-0.172,0.01
97.3823,-9.2,16.2,-0.19,0.014
97.482,-9.3,16.1,-0.207,0.014
97.5816,-9.4,16.3,-0.218,0.014
97.6813,-9.4,16.3,-0.225,0.01
97.781,-9.4,16.3,-0.232,0.017
97.8807,-9.2,16.2,-0.228,0.01
97.9804,-9.1,16.3,-0.235,0.014
98.08,-8.9,16.2,-0.232,0.014
98.1797,-8.7,16.3,-0.232,0.014
98.2794,-8.4,16.3,-0.228,0.014
98.3791,-8.2,16.2,-0.228,0.01
98.4787,-7.9,16.3,-0.221,0.014
98.5784,-7.6,16.2,-0.218,0.014
98.6781,-7.2,16.2,-0.211,0.014
98.7777,-6.9,16.1,-0.207,0.01
98.8774,-6.5,16.2,-0.197,0.014
98.9771,-6,16.1,-0.186,0.01
99.0768,-5.6,16.1,-0.172,0.014
99.1765,-5.1,16,-0.158,0.021
99.2761,-4.5,15.9,-0.137,0.01
99.3758,-4.1,15.8,-0.119,0.01
99.4755,-3.6,15.7,-0.095,0.014
99.5751,-3.1,15.7,-0.07,0.014
99.6748,-2.5,15.6,-0.042,0.01
99.7745,-2.1,15.6,-0.014,0.01
99.8742,-1.5,15.4,0.021,0.01
99.9738,-1.1,15.4,0.056,0.014
100.074,-0.5,15.3,0.095,0.014
100.173,0.1,15.4,0.13,0.028
100.273,0.6,15.2,0.172,0.01
100.373,1.1,15.3,0.214,0.01
100.472,1.7,15.3,0.256,0.014
100.572,2.2,15.3,0.302,0.014
100.672,2.6,15.4,0.344,0.01
100.771,3.2,15.4,0.393,0.01
100.871,3.7,15.5,0.443,0.014
100.971,4.3,15.5,0.492,0.014
101.07,4.7,15.6,0.545,0.01
101.17,5.2,15.8,0.601,0.028
101.27,5.5,15.9,0.653,0.01
101.369,6.2,16.1,0.713,0.01
101.469,6.5,16.2,0.759,0.01
101.569,7,16.5,0.812,0.01
101.668,7.3,16.5,0.854,0.01
101.768,7.7,16.6,0.896,0.01
101.868,8.1,16.7,0.938,0.014
101.967,8.4,16.9,0.97,0.014
102.067,8.6,17.1,1.005,0.007
102.167,8.8,17.2,1.033,0.024
102.266,9,17.2,1.057,0.01
102.366,9.1,17.2,1.079,0.007
102.466,9.3,17.3,1.096,0.007
102.565,9.4,17.2,1.11,0.01
102.665,9.4,17.4,1.117,0.01
102.765,9.3,17.3,1.128,0.01
102.864,9.2,17.3,1.135,0.007
102.964,9.3,17.4,1.135,0.007
103.064,9,17.3,1.135,0.007
103.163,8.8,17.3,1.135,0.01
103.263,8.6,17.2,1.135,0.007
103.363,8.3,17.3,1.131,0.01
103.462,8.1,17.1,1.131,0.007
103.562,7.7,17.2,1.121,0.01
103.662,7.3,17,1.117,0.01
103.761,7,17.1,1.11,0.01
103.861,6.5,17,1.103,0.01
103.961,6.1,16.8,1.089,0.007
104.061,5.6,16.8,1.079,0.007
104.16,5.2,16.6,1.068,0.007
104.26,4.7,16.7,1.05,0.017
104.36,4.1,16.4,1.033,0.007
104.459,3.7,16.4,1.012,0.01
104.559,3.1,16.2,0.991,0.01
104.659,2.8,16.1,0.97,0.01
104.758,2.1,16,0.945,0.01
104.858,1.7,15.9,0.91,0.01
104.958,1.1,15.7,0.878,0.01
105.057,0.6,15.6,0.847,0.01
105.157,0.1,15.5,0.805,0.01
105.257,-0.4,15.3,0.766,0.021
105.356,-0.9,15.3,0.731,0.01
105.456,-1.4,15.1,0.685,0.01
105.556,-1.9,15,0.639,0.01
105.655,-2.4,15,0.594,0.01
105.755,-2.9,15,0.545,0.007
105.855,-3.4,14.8,0.488,0.014
105.954,-3.9,14.9,0.436,0.01
106.054,-4.2,15,0.379,0.01
106.154,-4.8,14.8,0.316,0.01
106.253,-5.4,15,0.253,0.028
106.353,-5.9,15,0.193,0.014
106.453,-6.4,15.1,0.137,0.01
106.552,-6.9,15.2,0.084,0.01
106.652,-7.3,15.3,0.035,0.014
106.752,-7.7,15.3,-0.011,0.01
106.851,-8,15.4,-0.053,0.01
106.951,-8.3,15.5,-0.088,0.01
107.051,-8.8,15.5,-0.126,0.01
107.15,-8.9,15.6,-0.148,0.014
107.25,-9.2,15.7,-0.179,0.021
107.35,-9.2,15.8,-0.193,0.014
107.449,-9.4,15.7,-0.211,0.01
107.549,-9.4,15.8,-0.225,0.01
107.649,-9.4,15.7,-0.232,0.01
107.748,-9.3,15.8,-0.232,0.01
107.848,-9.3,15.8,-0.239,0.007
107.948,-9.2,15.9,-0.239,0.01
108.048,-9,15.8,-0.242,0.007
108.147,-8.8,15.7,-0.239,0.01
108.247,-8.6,15.8,-0.239,0.014
108.347,-8.4,15.7,-0.239,0.01
108.446,-8,15.8,-0.235,0.01
108.546,-7.7,15.6,-0.228,0.01
108.646,-7.4,15.7,-0.218,0.01
108.745,-6.9,15.7,-0.214,0.01
108.845,-6.6,15.6,-0.207,0.01
108.945,-6,15.6,-0.197,0.01
109.044,-5.7,15.6,-0.183,0.007
109.144,-5.2,15.6,-0.169,0.01
109.244,-4.8,15.4,-0.151,0.014
109.343,-4.3,15.3,-0.137,0.014
109.443,-3.8,15.3,-0.109,0.01
109.543,-3.3,15.3,-0.084,0.01
109.642,-2.7,15.1,-0.056,0.01
109.742,-2.3,15,-0.028,0.01
109.842,-1.6,15,0.004,0.01
109.941,-1.2,14.9,0.035,0.014
110.041,-0.7,14.9,0.074,0.01
110.141,-0.3,14.7,0.116,0.014
110.24,0.4,14.7,0.155,0.014
110.34,0.9,14.7,0.2,0.014
110.44,1.5,14.7,0.242,0.01
110.539,2,14.7,0.285,0.014
110.639,2.5,14.8,0.33,0.014
110.739,3.1,14.8,0.379,0.014
110.838,3.5,15,0.432,0.01
110.938,4,15,0.481,0.01
111.038,4.5,15.1,0.534,0.01
111.137,5,15.2,0.59,0.01
111.237,5.4,15.3,0.646,0.01
111.337,5.9,15.5,0.706,0.024
111.436,6.4,15.6,0.759,0.01
111.536,6.8,15.9,0.812,0.01
111.636,7.1,16,0.861,0.01
111.735,7.6,16.1,0.906,0.01
111.835,7.9,16.3,0.945,0.014
111.935,8.2,16.4,0.984,0.007
112.035,8.5,16.6,1.019,0.014
112.134,8.8,16.7,1.047,0.007
112.234,8.9,16.8,1.075,0.007
112.334,9.2,16.9,1.096,0.024
112.433,9.2,16.8,1.114,0.007
112.533,9.3,16.9,1.128,0.01
112.633,9.3,16.8,1.145,0.01
112.732,9.4,17,1.156,0.007
112.832,9.2,16.8,1.156,0.007
112.932,9.1,17,1.163,0.01
113.031,9,16.8,1.163,0.01
113.131,8.9,16.9,1.166,0.007
113.231,8.6,16.8,1.163,0.007
113.33,8.5,16.9,1.159,0.021
113.43,8.1,16.8,1.159,0.003
113.53,7.9,16.7,1.156,0.007
113.629,7.5,16.8,1.149,0.007
113.729,7.1,16.5,1.142,0.007
113.829,6.7,16.6,1.135,0.01
113.928,6.2,16.5,1.121,0.01
114.028,5.8,16.5,1.11,0.003
114.128,5.3,16.3,1.1,0.007
114.227,4.8,16.2,1.082,0.01
114.327,4.4,16.2,1.068,0.01
114.427,3.9,16,1.047,0.007
114.526,3.4,15.9,1.026,0.007
114.626,2.9,15.6,1.001,0.007
114.726,2.3,15.7,0.977,0.01
114.825,1.9,15.5,0.945,0.007
114.925,1.3,15.4,0.91,0.01
115.025,0.8,15.2,0.882,0.01
115.124,0.3,15.1,0.847,0.007
115.224,-0.3,15.1,0.808,0.01
115.324,-0.8,14.9,0.766,0.007
115.423,-1.2,14.8,0.727,0.01
115.523,-1.8,14.6,0.678,0.01
115.623,-2.2,14.6,0.636,0.01
115.722,-2.7,14.4,0.583,0.01
115.822,-3.1,14.4,0.53,0.01
115.922,-3.7,14.4,0.474,0.01
116.021,-4.2,14.4,0.415,0.01
116.121,-4.7,14.4,0.351,0.01
116.221,-5.1,14.4,0.285,0.01
116.321,-5.7,14.6,0.221,0.01
116.42,-6.1,14.6,0.158,0.014
116.52,-6.8,14.7,0.102,0.01
116.62,-7.2,14.8,0.053,0.01
116.719,-7.5,14.9,-0.004,0.01
116.819,-8,15,-0.049,0.014
116.919,-8.3,15.1,-0.088,0.007
117.018,-8.6,15.2,-0.123,0.01
117.118,-8.9,15.2,-0.155,0.01
117.218,-9,15.2,-0.176,0.014
117.317,-9.2,15.4,-0.2,0.01
117.417,-9.3,15.4,-0.214,0.024
117.517,-9.5,15.4,-0.228,0.01
117.616,-9.4,15.5,-0.235,0.007
117.716,-9.4,15.3,-0.246,0.01
117.816,-9.4,15.4,-0.249,0.014
117.915,-9.2,15.3,-0.249,0.007
118.015,-9.1,15.4,-0.253,0.007
118.115,-8.9,15.5,-0.253,0.01
118.214,-8.7,15.4,-0.249,0.01
118.314,-8.5,15.5,-0.246,0.01
118.414,-8.1,15.4,-0.246,0.024
118.513,-7.9,15.4,-0.239,0.01
118.613,-7.4,15.3,-0.232,0.01
118.713,-7.2,15.3,-0.228,0.01
118.812,-6.6,15.3,-0.218,0.01
118.912,-6.3,15.2,-0.207,0.007
119.012,-5.8,15.2,-0.197,0.01
119.111,-5.4,15.1,-0.183,0.01
119.211,-4.9,15.1,-0.165,0.01
119.311,-4.5,15,-0.148,0.007
119.41,-4,15,-0.126,0.021
119.51,-3.4,14.9,-0.098,0.007
119.61,-3,14.7,-0.074,0.01
119.709,-2.4,14.7,-0.049,0.007
119.809,-1.9,14.5,-0.018,0.01
119.909,-1.4,14.5,0.018,0.01
120.008,-1,14.4,0.053,0.014
120.108,-0.4,14.4,0.098,0.01
120.208,0.2,14.4,0.137,0.01
120.308,0.7,14.4,0.179,0.01
120.407,1.2,14.4,0.221,0.01
120.507,1.7,14.4,0.267,0.01
120.607,2.3,14.4,0.316,0.01
120.706,2.6,14.4,0.358,0.01
120.806,3.3,14.5,0.418,0.01
120.906,3.8,14.5,0.467,0.01
121.005,4.4,14.7,0.523,0.01
121.105,4.7,14.7,0.58,0.01
121.205,5.3,14.9,0.643,0.01
121.304,5.6,15,0.696,0.007
121.404,6.2,15.3,0.759,0.007
121.504,6.6,15.4,0.812,0.01
121.603,7.1,15.5,0.871,0.01
121.703,7.5,15.7,0.917,0.01
121.803,7.9,15.9,0.959,0.01
121.902,8.1,15.9,0.998,0.01
122.002,8.5,16,1.036,0.007
122.102,8.7,16.3,1.068,0.007
122.201,9,16.3,1.096,0.007
122.301,9.1,16.4,1.117,0.007
122.401,9.2,16.5,1.135,0.01
122.5,9.3,16.5,1.152,0.021
122.6,9.4,16.5,1.159,0.01
122.7,9.3,16.5,1.17,0.007
122.799,9.2,16.6,1.177,0.007
122.899,9.2,16.5,1.187,0.007
122.999,9.1,16.6,1.184,0.007
123.098,8.9,16.5,1.184,0.007
123.198,8.7,16.6,1.187,0.007
123.298,8.5,16.4,1.184,0.007
123.397,8.2,16.5,1.187,0.01
123.497,7.9,16.4,1.177,0.024
123.597,7.6,16.4,1.177,0.007
123.696,7.2,16.3,1.166,0.007
123.796,6.8,16.1,1.159,0.007
123.896,6.4,16.2,1.152,0.007
123.995,5.9,16,1.142,0.01
124.095,5.5,16,1.128,0.01
124.195,4.9,15.8,1.114,0.007
124.295,4.6,15.7,1.1,0.003
124.394,4.1,15.6,1.079,0.007
124.494,3.6,15.6,1.061,0.021
124.594,2.9,15.3,1.033,0.007
124.693,2.6,15.3,1.012,0.007
124.793,2,15.1,0.98,0.003
124.893,1.5,15.1,0.952,0.007
124.992,1,14.9,0.917,0.007
125.092,0.4,14.7,0.882,0.007
125.192,0,14.6,0.85,0.007
125.291,-0.6,14.4,0.805,0.007
125.391,-1,14.4,0.762,0.01
125.491,-1.5,14.3,0.717,0.01
125.59,-2.1,14.2,0.671,0.01
125.69,-2.5,14.1,0.622,0.007
125.79,-3,14.1,0.566,0.01
125.889,-3.5,14.1,0.509,0.01
125.989,-3.9,14,0.45,0.01
126.089,-4.5,14.1,0.386,0.01
126.188,-4.9,14.1,0.32,0.01
126.288,-5.6,14.1,0.249,0.007
126.388,-6,14.2,0.186,0.01
126.487,-6.6,14.3,0.123,0.014
126.587,-6.9,14.4,0.063,0.01
126.687,-7.5,14.5,0.004,0.01
126.786,-7.9,14.7,-0.042,0.01
126.886,-8.3,14.6,-0.084,0.014
126.986,-8.6,14.8,-0.123,0.01
127.085,-8.8,14.8,-0.155,0.01
127.185,-8.9,14.9,-0.179,0.01
127.285,-9.2,14.9,-0.204,0.01
127.384,-9.3,15.1,-0.221,0.01
127.484,-9.5,15,-0.235,0.01
127.584,-9.5,15,-0.246,0.014
127.683,-9.4,15,-0.253,0.01
127.783,-9.2,15,-0.26,0.01
127.883,-9.2,15,-0.26,0.014
127.982,-9.2,15,-0.26,0.01
128.082,-9,15,-0.256,0.007
128.182,-8.8,15,-0.26,0.007
128.281,-8.5,15,-0.26,0.01
128.381,-8.2,15,-0.253,0.014
128.481,-7.9,15,-0.249,0.01
128.581,-7.6,15,-0.246,0.024
128.68,-7.2,14.9,-0.239,0.01
128.78,-6.9,15,-0.228,0.01
128.88,-6.4,14.8,-0.221,0.01
128.979,-6,14.9,-0.211,0.01
129.079,-5.6,14.7,-0.197,0.01
129.179,-5.1,14.7,-0.183,0.01
129.278,-4.6,14.6,-0.165,0.007
129.378,-4.2,14.6,-0.141,0.007
129.478,-3.6,14.5,-0.119,0.01
129.577,-3.1,14.4,-0.091,0.021
129.677,-2.6,14.3,-0.063,0.01
129.777,-2.1,14.2,-0.039,0.01
129.876,-1.5,14.1,0,0.01
129.976,-1,14,0.035,0.01
130.076,-0.6,14,0.077,0.014
130.175,0,13.9,0.116,0.007
130.275,0.5,13.9,0.162,0.01
130.375,1.1,13.9,0.204,0.007
130.474,1.6,13.9,0.249,0.01
130.574,2,13.9,0.295,0.021
