DSSS_TIME (Time)," DSSS_TAU (Shear_Stress, kPa)"," DSSS_SIGV (Normal_Stress, kPa)"," DSSS_YHV (Shear_Strain, %)"," DSSS_EPSV (Vertical_Strain, %)"
515.917,-3,5.5,1.75,0.014
516.017,-3.3,5.1,1.637,0.003
516.116,-3.8,5,1.497,0.003
516.216,-4.5,4.9,1.314,0.003
516.316,-5.1,4.9,1.1,0
516.415,-6,4.9,0.906,0.003
516.515,-6.3,5,0.745,0.003
516.615,-6.8,5,0.59,0
516.714,-7,5.1,0.436,0.003
516.814,-7.2,5.3,0.281,0.003
516.914,-7.4,5.6,0.109,0.017
517.013,-7.6,5.9,-0.077,0
517.113,-7.8,6.1,-0.26,0.003
517.213,-8.5,6.4,-0.415,0
517.312,-9,6.6,-0.509,0
517.412,-9.3,6.6,-0.573,0.003
517.512,-9.4,6.7,-0.611,0.003
517.611,-9.5,6.8,-0.636,0
517.711,-9.5,6.9,-0.65,0.003
517.811,-9.6,6.8,-0.66,0.003
517.91,-9.5,6.9,-0.667,0.014
518.01,-9.2,6.8,-0.671,0.003
518.11,-9.1,6.8,-0.671,0.007
518.209,-8.8,6.8,-0.667,0.003
518.309,-8.6,6.8,-0.671,0
518.409,-8.3,6.8,-0.66,0
518.508,-8,6.8,-0.657,0
518.608,-7.5,6.7,-0.653,0.003
518.708,-7.2,6.6,-0.643,0
518.807,-6.9,6.6,-0.632,0.003
518.907,-6.4,6.5,-0.625,0.003
519.007,-6,6.5,-0.608,0
519.107,-5.5,6.5,-0.594,0
519.206,-5,6.4,-0.576,0
519.306,-4.5,6.3,-0.552,0.003
519.406,-4.2,6.2,-0.53,0.003
519.505,-3.6,6,-0.502,0.003
519.605,-3,5.9,-0.467,0
519.705,-2.6,5.8,-0.436,0
519.804,-2.1,5.7,-0.397,0.003
519.904,-1.6,5.5,-0.355,0
520.004,-1,5.4,-0.313,0.01
520.103,-0.7,5.3,-0.263,0
520.203,-0.2,5.3,-0.207,0.007
520.303,0.3,5.2,-0.155,0.003
520.402,0.7,5.1,-0.084,0.007
520.502,1,4.9,-0.014,0.003
520.602,1.4,4.9,0.074,0.003
520.701,1.8,4.8,0.176,0.003
520.801,2.2,4.8,0.281,0.003
520.901,2.6,4.7,0.408,0.003
521,3.2,5,0.555,0.014
521.1,4,5,0.734,0.003
521.2,4.8,5.1,0.924,0.003
521.299,5.6,5.4,1.11,0.003
521.399,5.9,5.6,1.272,0.003
521.499,6.4,5.9,1.444,0.003
521.598,6.5,6.1,1.613,0.003
521.698,6.7,6.6,1.806,0
521.798,7,7.1,2.017,0
521.897,7.7,7.7,2.224,0
521.997,8.2,8.2,2.375,0.014
522.097,8.7,8.4,2.47,0.003
522.196,9.1,8.6,2.529,0
522.296,9.3,8.6,2.565,0
522.396,9.4,8.8,2.596,0
522.495,9.4,8.8,2.617,0
522.595,9.5,8.8,2.635,0
522.695,9.4,8.9,2.642,0
522.794,9.4,8.8,2.652,0
522.894,9.3,8.9,2.652,0
522.994,9.1,8.8,2.659,0.014
523.094,9,8.8,2.656,0
523.193,8.8,8.7,2.656,0
523.293,8.5,8.8,2.652,-0.003
523.393,8.2,8.6,2.652,0
523.492,8,8.7,2.649,0
523.592,7.6,8.6,2.645,-0.003
523.692,7.3,8.5,2.638,0
523.791,6.9,8.4,2.628,0
523.891,6.5,8.3,2.621,0
523.991,6.1,8.3,2.61,0.003
524.09,5.5,8.1,2.589,-0.003
524.19,5.1,8,2.575,0
524.29,4.6,7.8,2.565,0
524.389,4.1,7.7,2.54,0
524.489,3.7,7.7,2.512,0
524.589,3.2,7.5,2.491,-0.003
524.688,2.6,7.3,2.466,0
524.788,2.2,7,2.435,0
524.888,1.6,7.1,2.403,0
524.987,1.1,6.8,2.364,0
525.087,0.5,6.6,2.326,0
525.187,0.1,6.5,2.284,0
525.286,-0.4,6.3,2.238,0
525.386,-0.9,6.1,2.189,0.003
525.486,-1.3,5.9,2.125,0
525.585,-1.7,5.8,2.069,0
525.685,-2.1,5.6,1.999,0
525.785,-2.5,5.5,1.918,0.003
525.884,-2.8,5.2,1.83,0.003
525.984,-3.1,5.1,1.721,0
526.084,-3.6,5,1.588,0.01
526.183,-4.2,4.8,1.419,0.003
526.283,-4.9,4.7,1.201,0.003
526.383,-5.6,4.7,0.998,0.003
526.482,-6.1,4.8,0.819,0.003
526.582,-6.7,4.8,0.657,0
526.682,-6.9,4.9,0.499,0.003
526.781,-7.2,5.1,0.341,0
526.881,-7.4,5.3,0.172,0.003
526.981,-7.5,5.5,-0.011,0
527.08,-7.8,5.8,-0.2,0.017
527.18,-8.4,6.1,-0.365,0.003
527.28,-8.7,6.5,-0.485,0
527.38,-9.2,6.6,-0.566,0.003
527.479,-9.3,6.6,-0.618,0.003
527.579,-9.5,6.7,-0.65,0
527.679,-9.6,6.7,-0.664,0.003
527.778,-9.5,6.7,-0.682,0
527.878,-9.4,6.8,-0.685,0
527.978,-9.3,6.7,-0.689,0.003
528.077,-9,6.9,-0.689,0.014
528.177,-8.9,6.6,-0.692,0
528.277,-8.7,6.7,-0.689,0.003
528.376,-8.5,6.6,-0.685,0
528.476,-7.9,6.6,-0.682,0.003
528.576,-7.8,6.6,-0.675,0
528.675,-7.3,6.5,-0.667,0.003
528.775,-7,6.6,-0.66,0.003
528.875,-6.5,6.5,-0.65,0
528.974,-6.1,6.5,-0.639,0.003
529.074,-5.7,6.4,-0.622,0.017
529.174,-5.1,6.3,-0.604,0.003
529.273,-4.8,6.2,-0.583,0.003
529.373,-4.2,6,-0.559,0.003
529.473,-3.9,6,-0.53,0.003
529.572,-3.3,5.8,-0.499,0
529.672,-2.9,5.7,-0.467,0
529.772,-2.3,5.5,-0.432,0
529.871,-1.8,5.4,-0.39,0
529.971,-1.2,5.3,-0.341,0.003
530.071,-0.8,5.2,-0.295,0.003
530.17,-0.3,5.2,-0.246,0.007
530.27,0.2,5,-0.19,0.003
530.37,0.5,5,-0.13,0.003
530.469,1,4.7,-0.056,0.003
530.569,1.4,4.7,0.028,0.003
530.669,1.6,4.6,0.123,0.003
530.768,2.1,4.8,0.232,0.003
530.868,2.5,4.7,0.355,0.003
530.968,2.9,4.8,0.495,0.003
531.067,3.8,4.8,0.671,0
531.167,4.6,5,0.871,0.003
531.267,5.4,5.2,1.068,0
531.367,5.8,5.3,1.233,0.003
531.466,6.2,5.6,1.409,0.003
531.566,6.4,5.9,1.57,0
531.666,6.7,6.3,1.76,0
531.765,7,6.8,1.971,0.003
531.865,7.3,7.3,2.189,0.003
531.965,8.1,7.9,2.368,0.003
532.064,8.6,8.3,2.484,0.003
532.164,9,8.4,2.551,0.007
532.264,9.1,8.5,2.596,0
532.363,9.4,8.6,2.631,0
532.463,9.4,8.6,2.652,0.003
532.563,9.5,8.8,2.67,0
532.662,9.4,8.7,2.684,0
532.762,9.4,8.6,2.688,0
532.862,9.3,8.7,2.698,0
532.961,9.2,8.6,2.702,0
533.061,9.1,8.6,2.702,0
533.161,8.8,8.6,2.702,0.01
533.26,8.7,8.6,2.702,0
533.36,8.3,8.5,2.702,-0.003
533.46,8.1,8.5,2.698,0
533.559,7.8,8.4,2.691,-0.003
533.659,7.4,8.4,2.681,0
533.759,7.1,8.4,2.673,0
533.858,6.6,8.3,2.666,-0.003
533.958,6.1,8.2,2.656,0
534.058,5.7,8.1,2.638,0
534.157,5.3,8,2.628,0.017
534.257,4.7,7.9,2.607,-0.003
534.357,4.3,7.7,2.589,0
534.456,3.8,7.6,2.568,-0.003
534.556,3.4,7.5,2.54,0
534.656,2.7,7.3,2.515,0
534.755,2.3,7.1,2.484,-0.003
534.855,1.7,7.1,2.456,-0.003
534.955,1.2,6.8,2.421,0
535.054,0.7,6.6,2.382,0
535.154,0.3,6.5,2.34,0.01
535.254,-0.3,6.2,2.291,-0.003
535.353,-0.7,6.1,2.245,0
535.453,-1.2,5.9,2.189,0
535.553,-1.5,5.7,2.136,0.003
535.653,-2.1,5.5,2.062,0
535.752,-2.4,5.3,1.988,0
535.852,-2.7,5.1,1.901,0
535.952,-3,5,1.802,0
536.051,-3.5,4.8,1.672,0
536.151,-4,4.7,1.518,0.007
536.251,-4.6,4.7,1.31,0
536.35,-5.3,4.7,1.096,0
536.45,-6,4.6,0.899,0
536.55,-6.4,4.7,0.724,0.003
536.649,-6.9,4.8,0.566,0.003
536.749,-7.2,4.8,0.4,0.003
536.849,-7.3,5.2,0.239,0
536.948,-7.5,5.3,0.06,0.003
537.048,-7.6,5.7,-0.133,0.003
537.148,-8,5.9,-0.316,0.003
537.247,-8.6,6.2,-0.464,0.01
537.347,-9.1,6.5,-0.559,0.003
537.447,-9.3,6.5,-0.622,0
537.546,-9.5,6.6,-0.66,0
537.646,-9.5,6.5,-0.689,0
537.746,-9.5,6.7,-0.699,0
537.845,-9.4,6.6,-0.706,0.003
537.945,-9.3,6.6,-0.713,0.003
538.045,-9.2,6.6,-0.713,0
538.144,-8.9,6.5,-0.713,0
538.244,-8.7,6.8,-0.713,0.017
538.344,-8.6,6.5,-0.713,0
538.443,-8.1,6.6,-0.703,0
538.543,-7.8,6.5,-0.699,0
538.643,-7.4,6.5,-0.696,0
538.742,-7.2,6.5,-0.685,0
538.842,-6.7,6.4,-0.675,0.003
538.942,-6.3,6.2,-0.66,0.003
539.041,-5.7,6.2,-0.65,0.003
539.141,-5.4,6.2,-0.632,0
539.241,-4.9,6.2,-0.611,0.014
539.34,-4.4,6,-0.59,0.007
539.44,-3.9,5.9,-0.562,0.003
539.54,-3.5,5.8,-0.534,0.003
539.64,-3,5.6,-0.502,0.003
539.739,-2.4,5.5,-0.464,0
539.839,-2,5.4,-0.425,0.003
539.939,-1.4,5.3,-0.383,0
540.038,-0.9,5.1,-0.337,0.003
540.138,-0.4,5,-0.285,0.003
540.238,-0.1,5,-0.232,0.014
540.337,0.5,4.8,-0.169,0.007
540.437,0.8,4.7,-0.102,0.003
540.537,1.2,4.7,-0.021,0.003
540.636,1.4,4.7,0.063,0.003
540.736,1.9,4.6,0.176,0.003
540.836,2.3,4.5,0.295,0.003
540.935,2.7,4.7,0.429,0.003
541.035,3.4,4.7,0.594,0.003
541.135,4.3,4.8,0.801,0.003
541.234,5,5,1.005,0.01
541.334,5.6,5.1,1.191,0.003
541.434,6.1,5.4,1.37,0.003
541.533,6.4,5.7,1.546,0.003
541.633,6.6,6,1.725,0
541.733,6.8,6.6,1.929,0
541.832,7.1,7.1,2.154,0
541.932,7.8,7.7,2.354,0
542.032,8.5,8,2.491,0.003
542.131,8.8,8.3,2.572,0
542.231,9.1,8.4,2.628,0
542.331,9.3,8.5,2.663,0
542.43,9.4,8.5,2.688,0
542.53,9.5,8.6,2.709,0
542.63,9.4,8.7,2.723,0.003
542.729,9.5,8.6,2.733,-0.003
542.829,9.4,8.5,2.74,0
542.929,9.2,8.5,2.744,0
543.028,9.1,8.6,2.751,0
543.128,8.8,8.4,2.751,0
543.228,8.7,8.5,2.747,0.003
543.327,8.4,8.4,2.747,0.003
543.427,8.1,8.4,2.744,0
543.527,7.8,8.4,2.737,0
543.626,7.6,8.3,2.733,0
543.726,7.2,8.3,2.73,0
543.826,6.7,8.2,2.719,0
543.926,6.3,8,2.705,0
544.025,5.9,8,2.691,-0.003
544.125,5.4,7.8,2.681,0
544.225,4.9,7.7,2.663,0
544.324,4.4,7.7,2.638,0.01
544.424,3.9,7.5,2.621,0
544.524,3.5,7.3,2.596,0
544.623,3,7.2,2.568,0
544.723,2.5,7.1,2.543,0
544.823,2,6.9,2.508,0
544.922,1.4,6.7,2.47,-0.003
545.022,0.9,6.6,2.435,0
545.122,0.4,6.4,2.396,0
545.221,-0.1,6.2,2.35,0
545.321,-0.6,6.1,2.305,0.01
545.421,-1.1,5.8,2.248,0
545.52,-1.5,5.6,2.199,0.003
545.62,-1.9,5.4,2.129,0
545.72,-2.2,5.3,2.055,0
545.819,-2.7,5.1,1.974,0.003
545.919,-2.9,4.9,1.876,0.003
546.019,-3.3,4.8,1.764,0.003
546.118,-3.7,4.7,1.62,0
546.218,-4.5,4.5,1.412,0.003
546.318,-5.1,4.5,1.194,0.017
546.417,-5.7,4.5,0.984,0.003
546.517,-6.3,4.5,0.801,0.003
546.617,-6.7,4.7,0.629,0.003
546.716,-7,4.8,0.467,0.003
546.816,-7.3,4.9,0.299,0
546.916,-7.3,5,0.123,0.003
547.015,-7.5,5.3,-0.07,0.003
547.115,-7.8,5.7,-0.263,0.003
547.215,-8.3,6,-0.432,0
547.314,-8.8,6.2,-0.548,0.007
547.414,-9.2,6.4,-0.625,0.003
547.514,-9.4,6.4,-0.675,0.003
547.613,-9.5,6.5,-0.696,0.003
547.713,-9.5,6.5,-0.717,0.003
547.813,-9.5,6.5,-0.727,0.003
547.913,-9.4,6.5,-0.734,0.007
548.012,-9.2,6.5,-0.734,0
548.112,-9.1,6.5,-0.734,0.003
548.212,-8.8,6.5,-0.734,0.003
548.311,-8.6,6.4,-0.731,0.003
548.411,-8.3,6.5,-0.727,0.003
548.511,-8,6.5,-0.727,0
548.61,-7.6,6.5,-0.717,0.003
548.71,-7.2,6.4,-0.71,0.003
548.81,-6.9,6.3,-0.703,0.003
548.909,-6.5,6.3,-0.692,0
549.009,-5.9,6.2,-0.671,0.003
549.109,-5.5,6.1,-0.657,0
549.208,-5.1,5.9,-0.639,0.003
549.308,-4.5,5.9,-0.622,0.003
549.408,-4.2,5.9,-0.594,0.007
549.507,-3.6,5.6,-0.566,0
549.607,-3.1,5.5,-0.53,0.003
549.707,-2.7,5.3,-0.499,0
549.806,-2.1,5.3,-0.457,0.003
549.906,-1.6,5.2,-0.418,0
550.006,-1.2,5,-0.376,0.007
550.105,-0.7,5,-0.32,0.003
550.205,-0.2,4.8,-0.271,0.003
550.305,0.3,4.7,-0.207,0.003
550.404,0.7,4.7,-0.144,0.017
550.504,1.1,4.7,-0.07,0
550.604,1.4,4.5,0.021,0
550.703,1.7,4.4,0.119,0.003
550.803,2.1,4.5,0.235,0.003
550.903,2.6,4.4,0.369,0.003
551.002,3.1,4.5,0.527,0.003
551.102,4,4.5,0.724,0.003
551.202,4.7,4.8,0.942,0.003
551.301,5.3,4.9,1.138,0.003
551.401,5.8,5.3,1.324,0.014
551.501,6.2,5.5,1.504,0
551.6,6.5,5.8,1.683,0.003
551.7,6.7,6.3,1.883,0.003
551.8,7,6.8,2.108,0
551.899,7.6,7.3,2.326,0.003
551.999,8.2,7.8,2.487,0
552.099,8.8,8.1,2.589,0
552.199,9,8.3,2.652,-0.003
552.298,9.3,8.3,2.698,0
552.398,9.3,8.4,2.73,0.01
552.498,9.4,8.4,2.747,0
552.597,9.4,8.4,2.765,0
552.697,9.4,8.5,2.779,0.003
552.797,9.4,8.5,2.786,0
552.896,9.2,8.5,2.789,0
552.996,9.1,8.4,2.793,0
553.096,9,8.3,2.789,0
553.195,8.8,8.4,2.789,-0.003
553.295,8.5,8.4,2.786,0
553.395,8.3,8.3,2.789,0.007
553.494,8,8.4,2.782,0
553.594,7.6,8.2,2.775,0
553.694,7.3,8.3,2.772,0.003
553.793,6.9,8.1,2.765,0.003
553.893,6.5,8,2.754,0
553.993,6,7.8,2.737,0
554.092,5.6,7.8,2.726,0
554.192,5.1,7.7,2.712,-0.003
554.292,4.7,7.6,2.691,0
554.391,4.2,7.5,2.673,0
554.491,3.7,7.2,2.645,0
554.591,3.2,7.1,2.621,-0.003
554.69,2.6,7,2.589,0
554.79,2.2,6.8,2.565,0
554.89,1.6,6.6,2.533,0.003
554.989,1.1,6.5,2.491,0
555.089,0.5,6.3,2.456,0
555.189,0.1,6.1,2.414,0
555.288,-0.4,6,2.364,0
555.388,-0.9,5.9,2.315,0
555.488,-1.3,5.6,2.259,0.01
555.587,-1.7,5.4,2.196,0
555.687,-2.2,5.3,2.125,0
555.787,-2.4,5.1,2.052,0
555.886,-2.9,4.9,1.953,0.003
555.986,-3.2,4.8,1.848,0.003
556.086,-3.6,4.6,1.711,0.003
556.186,-4.2,4.5,1.528,0.003
556.285,-4.9,4.3,1.303,0.003
556.385,-5.5,4.5,1.082,0
556.485,-6,4.4,0.885,0.017
556.584,-6.6,4.4,0.699,0.003
556.684,-6.9,4.7,0.538,0.003
556.784,-7.2,4.7,0.365,0.003
556.883,-7.4,4.9,0.197,0.003
556.983,-7.5,5.1,0.004,0.003
557.083,-7.6,5.4,-0.193,0.003
557.182,-8.2,5.7,-0.379,0.003
557.282,-8.6,6,-0.516,0.003
557.382,-9.2,6.2,-0.615,0.003
557.481,-9.3,6.3,-0.675,0.017
557.581,-9.5,6.4,-0.713,0.003
557.681,-9.5,6.4,-0.731,0
557.78,-9.5,6.5,-0.748,0
557.88,-9.4,6.5,-0.752,0.003
557.98,-9.3,6.5,-0.759,0.003
558.079,-9,6.4,-0.759,0
558.179,-8.9,6.5,-0.759,0
558.279,-8.6,6.4,-0.759,0.007
558.378,-8.4,6.3,-0.752,0.003
558.478,-8.1,6.4,-0.752,0.014
558.578,-7.7,6.3,-0.745,0
558.677,-7.4,6.2,-0.738,0.003
558.777,-6.9,6.2,-0.727,0.003
558.877,-6.6,6.2,-0.713,0
558.976,-6.2,6,-0.703,0.003
559.076,-5.6,6,-0.689,0
559.176,-5.2,5.9,-0.667,0
559.275,-4.8,5.9,-0.65,0.003
559.375,-4.2,5.7,-0.622,0.003
559.475,-3.8,5.7,-0.597,0.003
559.574,-3.3,5.5,-0.566,0.003
559.674,-2.9,5.3,-0.534,0
559.774,-2.3,5.3,-0.492,0.003
559.873,-1.9,5,-0.457,0
559.973,-1.3,5,-0.408,0.003
560.073,-0.9,4.9,-0.365,0.007
560.172,-0.4,4.8,-0.302,0
560.272,0,4.7,-0.249,0
560.372,0.6,4.6,-0.186,0
560.472,1,4.4,-0.112,0.003
560.571,1.3,4.4,-0.028,0.003
560.671,1.6,4.4,0.067,0
560.771,2,4.3,0.176,0.003
560.87,2.4,4.4,0.309,0.003
560.97,2.9,4.4,0.457,0.003
561.07,3.8,4.3,0.65,0.003
561.169,4.4,4.6,0.875,0.007
561.269,5.2,4.7,1.086,0.003
561.369,5.7,5,1.282,0.003
561.468,6.1,5.3,1.461,0.003
561.568,6.4,5.7,1.648,0.01
561.668,6.7,5.9,1.841,0.003
561.767,6.8,6.5,2.055,0
561.867,7.3,7,2.287,0
561.967,8,7.6,2.48,0.003
562.066,8.6,7.8,2.603,0.003
562.166,8.9,8.1,2.677,0
562.266,9.2,8.2,2.726,0
562.365,9.3,8.3,2.758,0
562.465,9.4,8.3,2.786,0
562.565,9.4,8.4,2.8,0.01
562.664,9.5,8.4,2.818,0
562.764,9.4,8.4,2.825,0
562.864,9.4,8.4,2.835,0
562.963,9.1,8.3,2.835,0
563.063,9.1,8.3,2.839,0
563.163,8.8,8.4,2.835,0
563.262,8.8,8.3,2.832,0
563.362,8.3,8.3,2.835,-0.003
563.462,8.1,8.2,2.832,0
563.561,7.9,8.2,2.825,0.01
563.661,7.4,8.1,2.821,0
563.761,7,8.1,2.81,-0.003
563.86,6.7,7.9,2.803,0
563.96,6.2,7.8,2.793,0
564.06,5.7,7.8,2.775,0
564.159,5.3,7.8,2.761,-0.003
564.259,4.7,7.4,2.744,0
564.359,4.4,7.4,2.726,0
564.459,3.8,7.3,2.698,0
564.558,3.3,7.1,2.673,0.014
564.658,2.8,7,2.649,-0.003
564.758,2.3,6.8,2.617,0
564.857,1.7,6.7,2.586,0
564.957,1.3,6.5,2.547,0
565.057,0.7,6.3,2.508,0
565.156,0.2,6.1,2.47,0
565.256,-0.3,6,2.424,0
565.356,-0.8,5.8,2.375,0
565.455,-1.2,5.5,2.319,0
565.555,-1.6,5.4,2.262,0
565.655,-2,5.2,2.196,0
565.754,-2.4,5,2.118,0.003
565.854,-2.7,4.8,2.031,0.003
565.954,-3,4.7,1.929,-0.003
566.053,-3.4,4.5,1.802,0.003
566.153,-4,4.4,1.641,0.003
566.253,-4.5,4.3,1.426,0.003
566.352,-5.2,4.2,1.194,0.003
566.452,-5.8,4.2,0.987,0.003
566.552,-6.3,4.3,0.79,0.003
566.651,-6.7,4.4,0.615,0.003
566.751,-7.1,4.5,0.443,0
566.851,-7.2,4.7,0.274,0.003
566.95,-7.4,4.9,0.091,0
567.05,-7.5,5.3,-0.109,0.003
567.15,-7.9,5.5,-0.306,0.003
567.249,-8.4,5.9,-0.478,0.007
567.349,-8.9,6.1,-0.594,0.003
567.449,-9.3,6.2,-0.671,0.003
567.548,-9.5,6.2,-0.717,0.003
567.648,-9.5,6.3,-0.741,0.017
567.748,-9.5,6.4,-0.762,0.003
567.847,-9.5,6.3,-0.773,0.003
567.947,-9.3,6.3,-0.776,0.003
568.047,-9.2,6.2,-0.776,0.003
568.146,-9,6.3,-0.776,0
568.246,-8.7,6.3,-0.776,0.003
568.346,-8.5,6.2,-0.776,0
568.445,-8.2,6.3,-0.769,0
568.545,-7.9,6.1,-0.762,0.003
568.645,-7.5,6.3,-0.755,0.014
568.745,-7.2,6.1,-0.748,-0.003
568.844,-6.6,6,-0.738,0.003
568.944,-6.3,6,-0.724,0.003
569.044,-5.8,5.9,-0.71,0.003
569.143,-5.4,5.9,-0.692,0.003
569.243,-4.8,5.7,-0.671,0.003
569.343,-4.4,5.6,-0.65,0
569.442,-3.9,5.5,-0.622,0
569.542,-3.3,5.4,-0.594,0.003
569.642,-3,5.3,-0.562,0.014
569.741,-2.4,5.3,-0.523,0
569.841,-2,5,-0.485,0.003
569.941,-1.5,4.9,-0.443,0.003
570.04,-1,4.7,-0.393,0.003
570.14,-0.5,4.7,-0.341,0.007
570.24,0,4.7,-0.281,0.003
570.339,0.4,4.5,-0.221,0.003
570.439,0.8,4.4,-0.155,0.003
570.539,1.1,4.3,-0.074,0.003
570.638,1.4,4.3,0.025,0.01
570.738,1.8,4.2,0.126,0.003
570.838,2.2,4.1,0.256,0.003
570.937,2.8,4.2,0.4,0.003
571.037,3.4,4.3,0.583,0.003
571.137,4.3,4.3,0.815,0.003
571.236,5,4.5,1.036,0
571.336,5.5,4.8,1.244,0
571.436,5.9,4.9,1.433,0
571.535,6.4,5.3,1.623,0.003
571.635,6.6,5.6,1.809,0
571.735,6.7,6.2,2.027,0.003
571.834,7.1,6.6,2.259,0.003
571.934,7.8,7.3,2.466,0
572.034,8.4,7.7,2.617,0
572.133,8.8,8,2.702,0
572.233,9.1,8,2.761,0
572.333,9.3,8.2,2.796,0
572.432,9.4,8.3,2.821,0
572.532,9.4,8.3,2.842,-0.003
572.632,9.5,8.3,2.86,0
572.732,9.4,8.2,2.87,0.01
572.831,9.4,8.3,2.881,0
572.931,9.2,8.3,2.881,0
573.031,9.1,8.3,2.884,-0.003
573.13,8.9,8.3,2.884,0
573.23,8.8,8.1,2.884,0
573.33,8.4,8.2,2.881,0
573.429,8.1,8,2.877,0
573.529,7.9,8.1,2.874,0
573.629,7.5,8,2.867,-0.003
573.728,7.2,8,2.863,0.01
573.828,6.7,7.8,2.853,0
573.928,6.3,7.7,2.839,-0.003
574.027,5.9,7.7,2.832,0
574.127,5.4,7.6,2.814,-0.003
574.227,5,7.6,2.796,-0.003
574.326,4.4,7.3,2.775,-0.003
574.426,4.1,7.2,2.758,0
574.526,3.5,7,2.73,0
574.625,3,7,2.702,0
574.725,2.4,6.8,2.67,0.014
574.825,2,6.6,2.638,0
574.924,1.4,6.4,2.61,0
575.024,0.8,6.2,2.568,0
575.124,0.5,6.1,2.529,0.003
575.223,-0.1,5.9,2.48,0
575.323,-0.6,5.7,2.438,0
575.423,-1,5.5,2.382,0
575.522,-1.4,5.3,2.329,0.003
575.622,-1.9,5.2,2.259,0
575.722,-2.2,5.1,2.185,0.014
575.821,-2.6,4.8,2.108,0.003
575.921,-2.9,4.7,2.006,0
576.021,-3.4,4.5,1.89,0.003
576.12,-3.8,4.3,1.743,0.003
576.22,-4.4,4.2,1.535,0.003
576.32,-5.1,4.1,1.303,0.003
576.419,-5.7,4,1.079,0.003
576.519,-6.1,4.2,0.878,0
576.619,-6.6,4.2,0.685,0
576.719,-6.9,4.4,0.509,0.003
576.818,-7.2,4.4,0.327,0.003
576.918,-7.4,4.7,0.158,0.003
577.018,-7.5,4.9,-0.039,0.003
577.117,-7.6,5.2,-0.246,0.003
577.217,-8.1,5.5,-0.436,0.003
577.317,-8.7,5.9,-0.573,0.003
577.416,-9.2,6,-0.671,-0.003
577.516,-9.4,6,-0.724,0.003
577.616,-9.5,6.2,-0.762,0
577.715,-9.5,6.2,-0.78,0.003
577.815,-9.5,6.2,-0.794,0.003
577.915,-9.4,6.2,-0.797,0.003
578.014,-9.2,6.2,-0.797,0.003
578.114,-9.1,6.1,-0.801,0.003
578.214,-8.8,6.2,-0.801,0
578.313,-8.6,6.1,-0.801,0.003
578.413,-8.4,6.1,-0.794,0
578.513,-7.9,6.1,-0.787,0.003
578.612,-7.6,6,-0.78,0.003
578.712,-7.3,6.1,-0.773,0
578.812,-6.9,6,-0.766,0.007
578.911,-6.5,5.9,-0.752,0
579.011,-6,5.8,-0.738,0
579.111,-5.4,5.7,-0.72,0
579.21,-5.1,5.6,-0.703,0.003
579.31,-4.7,5.5,-0.685,0.003
579.41,-4.1,5.4,-0.653,0.003
579.509,-3.6,5.3,-0.625,0
579.609,-3.1,5.2,-0.594,0.003
579.709,-2.6,5,-0.562,0
579.808,-2.2,5,-0.52,0.017
579.908,-1.7,4.8,-0.478,0
580.008,-1.2,4.7,-0.429,0.003
580.107,-0.6,4.7,-0.376,0
580.207,-0.2,4.5,-0.32,0.003
580.307,0.3,4.4,-0.256,0
580.406,0.7,4.3,-0.193,0.003
580.506,1.1,4.3,-0.112,0.003
580.606,1.3,4.2,-0.028,0.003
580.706,1.7,4.1,0.084,0.007
580.805,2,4.1,0.204,0.014
580.905,2.6,4.1,0.344,0.003
581.005,3.2,4.1,0.52,0.003
581.104,4.1,4.2,0.741,0.003
581.204,4.7,4.4,0.973,0.003
581.304,5.3,4.5,1.191,0.003
581.403,5.7,4.8,1.391,0.003
581.503,6.2,5.1,1.584,0.003
581.603,6.6,5.5,1.781,0.003
581.702,6.7,5.8,1.985,0.007
581.802,7,6.4,2.21,0.007
581.902,7.4,7,2.435,0.003
582.001,8.2,7.5,2.607,0
582.101,8.8,7.7,2.719,0.003
582.201,9.1,7.9,2.782,0
582.3,9.3,8,2.832,0
582.4,9.4,8.1,2.86,0
582.5,9.4,8.2,2.881,0
582.599,9.4,8.1,2.902,-0.003
582.699,9.4,8.2,2.912,0
582.799,9.4,8.2,2.919,0
582.898,9.4,8.2,2.926,0
582.998,9.1,8.1,2.926,0
583.098,9.1,8,2.926,-0.003
583.197,8.7,8.2,2.926,0
583.297,8.6,8,2.926,0
583.397,8.3,8,2.923,0
583.496,7.9,8,2.919,0
583.596,7.7,7.9,2.912,0
583.696,7.3,7.8,2.905,0
583.795,6.9,7.8,2.902,-0.003
583.895,6.4,7.7,2.888,0.003
583.995,6.1,7.6,2.877,0
584.094,5.5,7.5,2.86,0
584.194,5.1,7.3,2.846,0
584.294,4.6,7.2,2.825,0
584.393,4.1,7.1,2.807,0.003
584.493,3.6,7,2.782,0
584.593,3.2,6.8,2.754,0
584.693,2.6,6.7,2.726,0.003
584.792,2.2,6.5,2.695,0
584.892,1.6,6.4,2.659,0.007
584.992,1.1,6.2,2.624,0.003
585.091,0.6,5.9,2.582,0
585.191,0,5.8,2.543,0
585.291,-0.5,5.6,2.494,0
585.39,-0.8,5.5,2.445,0
585.49,-1.2,5.3,2.389,0
585.59,-1.7,5.1,2.326,0
585.689,-2.1,5,2.255,0
585.789,-2.6,4.7,2.171,0.003
585.889,-2.8,4.6,2.083,0.014
585.988,-3.2,4.4,1.967,0
586.088,-3.6,4.2,1.834,0
586.188,-4.2,4.1,1.644,0.003
