Time (s),Shear Stress (kPa),Vertical Effective Stress (kPa),Shear Strain (%),Vertical Strain (%)
451.926,30.5,92.6,1.891,-0.006
452.025,31.3,92.7,1.946,-0.006
452.125,31.9,93,1.997,-0.006
452.225,32.4,93.2,2.038,-0.008
452.324,32.8,93.3,2.064,-0.008
452.424,32.9,93.5,2.087,-0.011
452.524,33.1,93.6,2.108,-0.011
452.623,33.1,93.5,2.115,-0.006
452.723,32.9,93.5,2.119,-0.012
452.823,32.6,93.5,2.121,-0.012
452.922,32.2,93.4,2.121,-0.012
453.022,31.7,93.4,2.115,-0.012
453.122,31.1,93.2,2.104,-0.012
453.221,30.3,92.9,2.09,-0.012
453.321,29.4,92.7,2.07,-0.011
453.421,28.5,92.5,2.047,-0.012
453.52,27.4,92.2,2.017,-0.011
453.62,26.3,91.9,1.977,-0.005
453.72,25,91.4,1.931,-0.009
453.819,23.5,90.9,1.879,-0.009
453.919,21.9,90.5,1.821,-0.008
454.019,20.4,89.8,1.757,-0.009
454.118,18.6,89.4,1.688,-0.008
454.218,16.8,88.7,1.615,-0.006
454.318,15,88.2,1.534,-0.005
454.418,13.2,87.6,1.445,-0.003
454.517,11.2,87.1,1.355,-0.002
454.617,9.3,86.4,1.251,0
454.717,7.3,85.7,1.147,0
454.816,5.3,85,1.032,0.002
454.916,3.1,84.3,0.914,0.003
455.016,1.1,83.5,0.794,0.003
455.115,-1,83.1,0.665,0.005
455.215,-3.1,82.3,0.529,0.003
455.315,-5.2,82,0.39,0.006
455.414,-7.1,81.7,0.245,0.008
455.514,-8.9,82.1,0.029,0.008
455.614,-11,81.5,-0.165,0.008
455.713,-13.1,81.4,-0.332,0.008
455.813,-14.9,81.6,-0.498,0.008
455.913,-16.6,82.1,-0.674,0.008
456.012,-18.4,82.3,-0.85,0.008
456.112,-20.2,82.4,-1.011,0.008
456.212,-21.9,82.4,-1.159,0.008
456.311,-23.4,82.4,-1.301,0.008
456.411,-24.9,82.4,-1.433,0.008
456.511,-26.1,82.6,-1.552,0.008
456.61,-27.3,83.1,-1.673,0.008
456.71,-28.4,83.9,-1.795,0.012
456.81,-29.4,84.5,-1.902,0.008
456.909,-30.4,84.9,-1.997,0.006
457.009,-31.2,85.1,-2.079,0.006
457.109,-31.9,85.3,-2.141,0.005
457.208,-32.3,85.5,-2.193,0.006
457.308,-32.8,85.5,-2.232,0.006
457.408,-33,85.6,-2.261,0.006
457.507,-33.2,85.6,-2.281,0.005
457.607,-33.1,85.8,-2.294,0.005
457.707,-32.9,85.8,-2.3,0.011
457.806,-32.8,86,-2.3,0.005
457.906,-32.4,85.9,-2.3,0.005
458.006,-31.8,86,-2.295,0.005
458.105,-31.2,86.1,-2.287,0.005
458.205,-30.5,86.2,-2.272,0.003
458.305,-29.6,86.2,-2.254,0.003
458.405,-28.5,86.4,-2.229,0.005
458.504,-27.5,86.5,-2.196,0.005
458.604,-26.4,86.6,-2.156,0.005
458.704,-25.2,86.7,-2.112,0.009
458.803,-23.8,86.8,-2.058,0.003
458.903,-22.4,87,-1.997,0.003
459.003,-20.8,87.1,-1.93,0.003
459.102,-19.2,87.2,-1.858,0.003
459.202,-17.5,87.3,-1.775,0.003
459.302,-15.6,87.4,-1.683,0.003
459.401,-13.8,87.2,-1.586,0.003
459.501,-11.9,87.2,-1.475,0.003
459.601,-9.9,87.1,-1.361,0.003
459.7,-7.9,86.8,-1.226,0.008
459.8,-5.9,86.2,-1.084,0.003
459.9,-3.9,85.5,-0.928,0.005
459.999,-1.8,85.2,-0.765,0.003
460.099,-0.3,84.5,-0.555,0.003
460.199,2.5,85,-0.342,0.005
460.298,4.6,85.3,-0.179,0.005
460.398,6.7,85.7,-0.024,0.006
460.498,8.7,85.8,0.128,0.005
460.597,10.6,85.8,0.284,0.005
460.697,12.6,85.8,0.448,0.006
460.797,14.3,85.6,0.616,0.005
460.896,16.2,86,0.794,0.003
460.996,18.1,86.6,0.948,0.003
461.096,19.8,87.4,1.093,0.003
461.195,21.5,88.1,1.223,0.002
461.295,23,88.7,1.347,0
461.395,24.5,89.2,1.463,-0.002
461.494,26,89.5,1.566,-0.003
461.594,27.1,90.1,1.659,-0.003
461.694,28.3,90.4,1.74,-0.005
461.793,29.3,90.8,1.818,-0.003
461.893,30.2,91,1.884,-0.006
461.993,31,91.3,1.945,-0.008
462.092,31.7,91.5,1.997,-0.008
462.192,32.2,91.7,2.038,-0.009
462.292,32.6,92.1,2.072,-0.011
462.392,33,92,2.098,-0.011
462.491,33.1,92.2,2.118,-0.011
462.591,33.1,92.2,2.127,-0.011
462.691,33.1,92.2,2.136,-0.011
462.79,32.8,92.1,2.136,-0.008
462.89,32.4,91.9,2.134,-0.011
462.99,31.9,92,2.131,-0.014
463.089,31.3,91.8,2.122,-0.012
463.189,30.6,91.7,2.108,-0.011
463.289,29.7,91.5,2.092,-0.012
463.388,28.8,91.2,2.07,-0.012
463.488,27.7,90.8,2.041,-0.011
463.588,26.6,90.7,2.005,-0.012
463.687,25.4,90.1,1.963,-0.012
463.787,23.9,89.5,1.911,-0.006
463.887,22.4,89.3,1.855,-0.011
463.986,20.9,88.6,1.794,-0.009
464.086,19.2,88.2,1.726,-0.008
464.186,17.4,87.7,1.656,-0.008
464.285,15.6,87.1,1.575,-0.006
464.385,13.8,86.4,1.489,-0.005
464.485,11.9,85.8,1.401,-0.005
464.584,9.9,85.2,1.298,-0.003
464.684,7.9,84.3,1.196,-0.002
464.784,5.9,83.9,1.083,0.005
464.883,3.8,83,0.966,0.002
464.983,1.8,82.4,0.842,0
465.083,-0.4,81.8,0.716,0.002
465.182,-2.4,81.2,0.586,0.005
465.282,-4.5,80.7,0.443,0.006
465.382,-6.5,80.3,0.295,0.005
465.481,-7.8,80.9,0.112,0.006
465.581,-10.4,80.3,-0.112,0.006
465.681,-12.4,80.3,-0.278,0.006
465.78,-14.2,80.3,-0.443,0.011
465.88,-16.1,80.6,-0.624,0.008
465.98,-17.8,80.9,-0.798,0.006
466.079,-19.7,81,-0.966,0.008
466.179,-21.3,81.1,-1.121,0.008
466.279,-22.9,81,-1.266,0.006
466.379,-24.3,81.1,-1.402,0.006
466.478,-25.7,81.2,-1.529,0.006
466.578,-26.8,81.5,-1.647,0.006
466.678,-28,82.4,-1.772,0.006
466.777,-29.1,83.1,-1.887,0.008
466.877,-30.1,83.7,-1.992,0.006
466.977,-31,83.9,-2.075,0.006
467.076,-31.7,84.2,-2.142,0.003
467.176,-32.1,84.3,-2.193,0.003
467.276,-32.7,84.3,-2.237,0.003
467.375,-33,84.4,-2.268,0.003
467.475,-33.2,84.5,-2.294,0.003
467.575,-33.2,84.6,-2.306,0.003
467.674,-32.9,84.8,-2.315,0.003
467.774,-32.9,84.8,-2.318,0.003
467.874,-32.5,84.8,-2.318,0.005
467.973,-32,85,-2.313,0.002
468.073,-31.4,84.9,-2.307,0.002
468.173,-30.6,85.1,-2.295,0.002
468.272,-29.8,85.1,-2.278,0.003
468.372,-28.8,85.3,-2.254,0.003
468.472,-27.9,85.5,-2.225,0.002
468.571,-26.7,85.5,-2.186,0.003
468.671,-25.5,85.6,-2.144,0.003
468.771,-24.4,85.8,-2.093,0.002
468.87,-22.9,85.9,-2.037,0.008
468.97,-21.3,86,-1.971,0.003
469.07,-19.8,86.1,-1.899,0.003
469.169,-18.2,86.2,-1.823,0.003
469.269,-16.3,86.2,-1.735,0.003
469.369,-14.5,86.3,-1.638,0.003
469.468,-12.5,86.2,-1.531,0.003
469.568,-10.5,86,-1.416,0.003
469.668,-8.6,85.8,-1.287,0.003
469.767,-6.6,85.4,-1.148,0.005
469.867,-4.5,84.8,-0.998,0.009
469.967,-2.4,84.2,-0.829,0.005
470.066,-1,83.6,-0.645,0.003
470.166,1.6,83.7,-0.408,0.003
470.266,3.8,84.2,-0.24,0.006
470.366,6.1,84.4,-0.08,0.005
470.465,8,84.8,0.072,0.005
470.565,10,84.7,0.228,0.005
470.665,12,84.6,0.39,0.005
470.764,13.7,84.6,0.553,0.003
470.864,15.7,84.8,0.735,0.009
470.964,17.5,85.2,0.899,0.005
471.063,19.3,86.1,1.053,0.005
471.163,21,86.7,1.191,0.003
471.263,22.6,87.3,1.318,0
471.362,24.1,87.9,1.436,0
471.462,25.4,88.4,1.538,-0.002
471.562,26.8,88.7,1.638,-0.003
471.661,27.8,89.3,1.725,-0.006
471.761,29,89.6,1.803,-0.006
471.861,29.9,90,1.873,-0.005
471.96,30.7,90.2,1.936,-0.008
472.06,31.5,90.4,1.988,-0.008
472.16,32.1,90.7,2.035,-0.009
472.259,32.5,90.8,2.069,-0.011
472.359,32.8,90.8,2.098,-0.011
472.459,33,91,2.121,-0.011
472.558,33.1,91,2.136,-0.011
472.658,33,91,2.144,-0.011
472.758,32.9,91,2.148,-0.012
472.857,32.5,90.9,2.147,-0.011
472.957,32,90.9,2.144,-0.011
473.057,31.5,90.7,2.139,-0.011
473.156,30.9,90.6,2.13,-0.011
473.256,30.1,90.4,2.11,-0.011
473.356,29.2,90.2,2.09,-0.012
473.455,28.1,90,2.063,-0.011
473.555,27.1,89.7,2.031,-0.012
473.655,25.7,89.2,1.991,-0.011
473.754,24.5,88.8,1.94,-0.011
473.854,23,88.3,1.887,-0.009
473.954,21.4,87.8,1.827,-0.006
474.053,19.8,87.2,1.761,-0.008
474.153,18,86.7,1.691,-0.006
474.253,16.2,86.1,1.612,-0.006
474.352,14.4,85.5,1.531,-0.005
474.452,12.6,84.9,1.439,-0.005
474.552,10.6,84.3,1.344,-0.002
474.652,8.5,83.6,1.242,-0.002
474.751,6.6,83,1.13,-0.002
474.851,4.5,82.1,1.014,0
474.951,2.5,81.5,0.89,0.005
475.05,0.3,80.7,0.763,0.003
475.15,-1.8,80.3,0.633,0.002
475.25,-3.8,79.7,0.494,0.003
475.349,-5.8,79.4,0.35,0.005
475.449,-7.4,79.5,0.191,0.006
475.549,-9.8,79.3,-0.049,0.006
475.648,-11.7,79.1,-0.22,0.006
475.748,-13.7,79.3,-0.393,0.006
475.848,-15.4,79.5,-0.567,0.006
475.947,-17.3,79.9,-0.749,0.011
476.047,-19,80.1,-0.919,0.006
476.147,-20.8,80.1,-1.075,0.005
476.246,-22.3,79.9,-1.223,0.006
476.346,-23.9,80,-1.365,0.006
476.446,-25.3,80.1,-1.495,0.006
476.545,-26.5,80.4,-1.621,0.006
476.645,-27.6,81,-1.742,0.006
476.745,-28.8,82,-1.868,0.006
476.844,-29.8,82.5,-1.977,0.006
476.944,-30.7,83,-2.066,0.011
477.044,-31.4,83.1,-2.139,0.005
477.143,-32.1,83.2,-2.197,0.005
477.243,-32.6,83.4,-2.243,0.005
477.343,-33,83.5,-2.278,0.005
477.442,-33.1,83.6,-2.3,0.005
477.542,-33.2,83.6,-2.318,0.005
477.642,-33.1,83.7,-2.329,0.003
477.741,-33,83.7,-2.335,0.003
477.841,-32.6,83.9,-2.333,0.003
477.941,-32.2,84.1,-2.332,0.006
478.04,-31.6,83.9,-2.327,0.003
478.14,-30.9,84.1,-2.316,0.003
478.24,-30.1,84.2,-2.3,0.003
478.339,-29.1,84.3,-2.28,0.003
478.439,-28.2,84.4,-2.252,0.003
478.539,-27.2,84.5,-2.217,0.005
478.639,-26,84.6,-2.176,0.003
478.738,-24.6,84.8,-2.125,0.005
478.838,-23.4,84.8,-2.072,0.003
478.938,-21.9,85,-2.009,0.003
479.037,-20.3,85,-1.942,0.005
479.137,-18.6,85.2,-1.865,0.005
479.237,-16.9,85.2,-1.778,0.003
479.336,-14.9,85.4,-1.686,0.003
479.436,-13.2,85.2,-1.584,0.005
479.536,-11.2,85.1,-1.469,0.003
479.635,-9.2,84.9,-1.347,0.005
479.735,-7.2,84.7,-1.211,0.003
479.835,-5.2,84,-1.061,0.005
479.934,-3.2,83.3,-0.898,0.005
480.034,-1.3,82.8,-0.726,0.008
480.134,0.8,82.5,-0.485,0.005
480.233,3.2,82.9,-0.298,0.006
480.333,5.2,83.1,-0.142,0.006
480.433,7.3,83.6,0.018,0.005
480.532,9.4,83.7,0.171,0.005
480.632,11.2,83.7,0.33,0.006
480.732,13.2,83.6,0.495,0.005
480.831,15,83.6,0.673,0.005
480.931,16.8,83.9,0.847,0.003
481.031,18.7,84.8,1.006,0.009
481.13,20.4,85.4,1.15,0.003
481.23,22.1,86.1,1.28,0.003
481.33,23.5,86.7,1.405,0
481.429,25,87.2,1.514,0
481.529,26.3,87.7,1.618,-0.002
481.629,27.6,88.1,1.706,-0.005
481.728,28.7,88.5,1.79,-0.005
481.828,29.7,88.9,1.865,-0.005
481.928,30.5,89.2,1.928,-0.008
482.027,31.2,89.5,1.986,-0.002
482.127,31.8,89.6,2.037,-0.008
482.227,32.4,89.8,2.075,-0.009
482.326,32.7,90,2.105,-0.011
482.426,32.9,90.1,2.133,-0.009
482.526,33,90.1,2.148,-0.009
482.625,33,90.1,2.156,-0.011
482.725,32.8,90.1,2.164,-0.011
482.825,32.6,90,2.162,-0.011
482.925,32.2,89.8,2.16,-0.011
483.024,31.6,89.9,2.157,-0.006
483.124,31,89.6,2.148,-0.011
483.224,30.2,89.6,2.133,-0.011
483.323,29.4,89.3,2.113,-0.009
483.423,28.5,89,2.087,-0.009
483.523,27.4,88.7,2.057,-0.011
483.622,26.2,88.4,2.021,-0.009
483.722,24.9,87.9,1.974,-0.009
483.822,23.5,87.6,1.919,-0.011
483.921,21.9,86.9,1.859,-0.008
484.021,20.3,86.5,1.798,-0.006
484.121,18.7,86,1.728,-0.006
484.22,16.8,85.3,1.654,-0.005
484.32,15.1,84.7,1.573,-0.005
484.42,13.1,84.2,1.485,-0.003
484.519,11.2,83.5,1.388,-0.002
484.619,9.3,82.7,1.286,0
484.719,7.3,82.1,1.18,0
484.818,5.2,81.4,1.066,0.003
484.918,3.2,80.8,0.943,0.003
485.018,1,80.1,0.815,0.003
485.117,-1,79.5,0.685,0.005
485.217,-3,78.8,0.549,0.005
485.317,-5.2,78.3,0.404,0.006
485.416,-7,78.2,0.249,0.008
485.516,-8.9,78.4,0.023,0.005
485.616,-11.1,78.1,-0.164,0.006
485.715,-13,78.1,-0.333,0.008
485.815,-14.9,78.2,-0.508,0.008
485.915,-16.6,78.7,-0.688,0.006
486.014,-18.4,78.9,-0.862,0.006
486.114,-20.2,79,-1.026,0.011
486.214,-21.8,78.9,-1.177,0.008
486.313,-23.4,78.9,-1.323,0.008
486.413,-24.7,79,-1.456,0.006
486.513,-26.1,79.3,-1.587,0.006
486.612,-27.3,79.8,-1.709,0.008
486.712,-28.4,80.7,-1.838,0.008
486.812,-29.4,81.4,-1.954,0.008
486.912,-30.4,81.8,-2.053,0.006
487.011,-31.2,82,-2.13,0.006
487.111,-31.8,82.2,-2.193,0.012
487.211,-32.3,82.3,-2.243,0.005
487.31,-32.8,82.3,-2.283,0.005
487.41,-33.1,82.4,-2.312,0.005
487.51,-33.2,82.5,-2.33,0.005
487.609,-33.2,82.6,-2.344,0.005
487.709,-32.9,82.7,-2.35,0.005
487.809,-32.8,82.8,-2.352,0.003
487.908,-32.3,82.8,-2.35,0.005
488.008,-31.9,82.8,-2.347,0.005
488.108,-31.2,83,-2.338,0.009
488.207,-30.3,83,-2.324,0.003
488.307,-29.4,83.1,-2.304,0.003
488.407,-28.6,83.3,-2.278,0.003
488.506,-27.5,83.3,-2.248,0.003
488.606,-26.4,83.5,-2.208,0.005
488.706,-25.2,83.5,-2.159,0.003
488.805,-23.8,83.7,-2.108,0.003
488.905,-22.3,83.7,-2.047,0.003
489.005,-20.8,83.8,-1.982,0.003
489.104,-19.1,84.1,-1.907,0.006
489.204,-17.4,84.2,-1.824,0.003
489.304,-15.7,84.1,-1.737,0.003
489.403,-13.7,84.1,-1.635,0.003
489.503,-11.8,84.1,-1.521,0.003
489.603,-9.9,83.8,-1.405,0.003
489.702,-7.8,83.5,-1.271,0.003
489.802,-5.9,83.1,-1.127,0.005
489.902,-3.8,82.4,-0.966,0.003
490.001,-1.8,81.8,-0.798,0.005
490.101,-0.4,81.1,-0.584,0.005
490.201,2.5,81.5,-0.364,0.006
490.3,4.6,81.9,-0.197,0.006
490.4,6.7,82.2,-0.04,0.005
490.5,8.7,82.5,0.116,0.006
490.599,10.7,82.4,0.274,0.005
490.699,12.6,82.5,0.434,0.005
490.799,14.3,82.3,0.607,0.005
490.898,16.2,82.5,0.79,0.003
490.998,18.1,83.2,0.959,0.003
491.098,19.8,83.9,1.11,0.005
491.198,21.5,84.5,1.246,0.005
491.297,23.1,85.3,1.372,0.002
491.397,24.5,85.8,1.491,0.002
491.497,25.9,86.3,1.595,-0.002
491.596,27.1,86.9,1.688,-0.003
491.696,28.3,87.2,1.772,-0.005
491.796,29.3,87.6,1.85,-0.006
491.895,30.2,87.9,1.922,-0.006
491.995,31.1,88.3,1.985,-0.008
492.095,31.7,88.4,2.035,-0.009
492.194,32.2,88.7,2.076,-0.003
492.294,32.7,88.7,2.112,-0.011
492.394,32.9,88.8,2.139,-0.011
492.493,33.1,88.9,2.159,-0.011
492.593,33,88.9,2.17,-0.011
492.693,32.9,89,2.176,-0.012
492.792,32.6,88.8,2.179,-0.012
492.892,32.4,88.8,2.176,-0.011
492.992,31.9,88.7,2.173,-0.012
493.091,31.3,88.6,2.168,-0.012
493.191,30.6,88.5,2.154,-0.005
493.291,29.7,88.3,2.134,-0.012
493.39,28.7,87.9,2.11,-0.011
493.49,27.7,87.7,2.083,-0.011
493.59,26.6,87.3,2.046,-0.011
493.689,25.3,87,2.005,-0.011
493.789,23.9,86.5,1.954,-0.011
493.889,22.5,85.9,1.897,-0.009
493.988,20.8,85.4,1.835,-0.009
494.088,19.2,84.9,1.769,-0.008
494.188,17.4,84.5,1.694,-0.003
494.287,15.6,83.7,1.615,-0.005
494.387,13.7,83.1,1.527,-0.005
494.487,11.9,82.5,1.436,-0.003
494.586,9.9,81.7,1.336,-0.002
494.686,7.9,81.2,1.232,0
494.786,5.9,80.4,1.118,0
494.885,3.8,79.8,0.995,0.002
494.985,1.7,79,0.875,0.003
495.085,-0.3,78.4,0.74,0.003
495.185,-2.4,77.7,0.602,0.008
495.284,-4.4,77.3,0.463,0.005
495.384,-6.6,76.9,0.309,0.005
495.484,-7.9,77.5,0.11,0.006
495.583,-10.4,77,-0.106,0.006
495.683,-12.4,76.8,-0.278,0.006
495.783,-14.2,77.1,-0.453,0.006
495.882,-16.1,77.5,-0.633,0.006
495.982,-17.9,77.7,-0.813,0.006
496.082,-19.6,77.8,-0.98,0.006
496.181,-21.3,77.7,-1.135,0.008
496.281,-22.9,77.7,-1.278,0.008
496.381,-24.3,77.8,-1.42,0.008
496.48,-25.7,78,-1.552,0.008
496.58,-27,78.6,-1.679,0.006
496.68,-28,79.4,-1.81,0.006
496.779,-29.1,80.2,-1.933,0.008
496.879,-30.2,80.6,-2.041,0.006
496.979,-30.9,80.9,-2.124,0.006
497.078,-31.7,81.1,-2.191,0.006
497.178,-32.2,81.2,-2.246,0.005
497.278,-32.7,81.3,-2.29,0.008
497.377,-33,81.3,-2.319,0.005
497.477,-33.2,81.4,-2.342,0.003
497.577,-33.2,81.5,-2.355,0.005
497.676,-33,81.7,-2.364,0.003
497.776,-32.8,81.7,-2.368,0.008
497.876,-32.4,81.9,-2.368,0.008
497.975,-32,81.9,-2.365,0.008
498.075,-31.3,81.9,-2.358,0.006
498.175,-30.6,81.9,-2.347,0.002
498.274,-29.9,82.1,-2.327,0.006
498.374,-28.8,82.2,-2.304,0.002
498.474,-27.9,82.2,-2.272,0.002
498.573,-26.7,82.4,-2.237,0.002
498.673,-25.6,82.5,-2.194,0.002
498.773,-24.3,82.6,-2.142,0.002
498.872,-22.9,82.6,-2.086,0.002
498.972,-21.3,82.8,-2.021,0.002
499.072,-19.7,82.9,-1.951,0.002
499.172,-18,83,-1.87,0.002
499.271,-16.2,83,-1.781,0.009
499.371,-14.4,83,-1.683,0.003
499.471,-12.5,83,-1.573,0.003
499.57,-10.5,82.9,-1.457,0.003
499.67,-8.6,82.6,-1.33,0.002
499.77,-6.6,82.2,-1.188,0.003
499.869,-4.5,81.5,-1.035,0.003
499.969,-2.5,80.8,-0.867,0.005
500.069,-0.8,80.3,-0.677,0.005
500.168,1.7,80.3,-0.43,0.005
500.268,4,80.7,-0.254,0.012
500.368,6,80.8,-0.098,0.006
500.467,8,81.2,0.061,0.006
500.567,10,81.3,0.217,0.005
500.667,12,81.2,0.381,0.005
500.766,13.8,81.1,0.546,0.005
500.866,15.6,81.2,0.732,0.005
500.966,17.4,81.6,0.908,0.005
501.065,19.3,82.4,1.066,0.003
501.165,21,83,1.212,0.003
501.265,22.5,83.8,1.339,0.005
501.364,24.2,84.3,1.463,0
501.464,25.5,84.9,1.572,-0.002
501.564,26.7,85.3,1.671,-0.003
501.663,28,85.9,1.761,-0.005
501.763,29,86.2,1.847,-0.005
501.863,30,86.6,1.919,-0.006
501.962,30.8,86.9,1.982,-0.008
502.062,31.5,87.2,2.037,-0.009
502.162,32.1,87.4,2.083,-0.011
502.261,32.5,87.6,2.118,-0.011
502.361,32.8,87.8,2.145,-0.011
502.461,33,87.7,2.168,-0.012
502.56,33.1,87.8,2.183,-0.012
502.66,32.9,87.8,2.19,-0.012
502.76,32.8,87.8,2.194,-0.011
502.859,32.5,87.7,2.193,-0.012
502.959,32.1,87.6,2.191,-0.012
503.059,31.5,87.4,2.185,-0.012
503.159,30.8,87.2,2.173,-0.012
503.258,30,87.1,2.157,-0.012
503.358,29.1,86.9,2.138,-0.009
503.458,28.1,86.7,2.11,-0.012
503.557,27,86.3,2.075,-0.012
503.657,25.7,85.9,2.034,-0.012
503.757,24.4,85.5,1.988,-0.011
503.856,23,84.9,1.934,-0.011
503.956,21.4,84.4,1.873,-0.009
504.056,19.7,83.9,1.804,-0.009
504.155,18.1,83.3,1.737,-0.006
504.255,16.2,82.7,1.657,-0.005
504.355,14.4,82.1,1.573,0
504.454,12.5,81.3,1.482,-0.003
504.554,10.5,80.7,1.384,-0.003
504.654,8.5,80.1,1.28,-0.002
504.753,6.6,79.4,1.17,-0.002
504.853,4.5,78.7,1.05,-0.002
504.953,2.4,78,0.925,0.002
505.052,0.4,77.3,0.795,0.003
505.152,-1.7,76.7,0.657,0.005
505.252,-3.8,76.2,0.514,0.005
505.351,-5.9,75.8,0.365,0.011
505.451,-7.3,76,0.196,0.006
505.551,-9.7,75.7,-0.044,0.006
505.65,-11.8,75.6,-0.222,0.006
505.75,-13.7,75.8,-0.394,0.006
505.85,-15.5,76.1,-0.576,0.006
505.949,-17.3,76.4,-0.766,0.006
506.049,-19.1,76.6,-0.942,0.006
506.149,-20.8,76.6,-1.098,0.006
506.248,-22.3,76.5,-1.245,0.006
506.348,-23.9,76.6,-1.391,0.011
506.448,-25.2,76.8,-1.524,0.006
506.547,-26.5,77.1,-1.659,0.006
506.647,-27.6,78.2,-1.792,0.006
506.747,-28.8,79,-1.922,0.006
506.846,-29.8,79.6,-2.034,0.005
506.946,-30.7,79.9,-2.124,0.005
507.046,-31.5,80,-2.193,0.005
507.146,-32.1,80.1,-2.249,0.005
507.245,-32.6,80.2,-2.297,0.005
507.345,-32.9,80.2,-2.332,0.006
507.445,-33.1,80.4,-2.359,0.003
507.544,-33.2,80.4,-2.378,0.003
507.644,-33.1,80.5,-2.387,0.002
507.744,-33,80.5,-2.391,0.003
507.843,-32.6,80.6,-2.391,0.003
507.943,-32.1,80.7,-2.391,0.003
508.043,-31.7,80.7,-2.387,0.003
508.142,-30.9,80.8,-2.375,0.003
508.242,-30.1,80.8,-2.358,0.003
508.342,-29.2,81,-2.336,0.003
508.441,-28.2,81,-2.309,0.005
508.541,-27.1,81.2,-2.274,0.003
508.641,-25.9,81.3,-2.234,0.003
508.74,-24.6,81.4,-2.185,0.003
508.84,-23.3,81.4,-2.13,0.003
508.94,-21.8,81.6,-2.066,0.003
509.039,-20.3,81.6,-1.997,0.005
509.139,-18.5,81.8,-1.916,0.003
509.239,-16.8,81.8,-1.833,0.005
509.338,-15,81.9,-1.738,0.003
509.438,-13.1,81.9,-1.635,0.006
509.538,-11.1,81.6,-1.517,0.005
509.637,-9.3,81.6,-1.394,0.005
509.737,-7.2,81.2,-1.257,0.005
509.837,-5.2,80.6,-1.105,0.005
509.936,-3.2,80,-0.943,0.003
510.036,-1.2,79.3,-0.76,0.005
510.136,0.8,78.9,-0.515,0.005
510.235,3.3,79.4,-0.321,0.006
510.335,5.2,79.6,-0.157,0.006
510.435,7.3,80,0.005,0.012
510.534,9.4,80.2,0.164,0.006
510.634,11.3,80.1,0.321,0.005
510.734,13.2,80.2,0.485,0.003
510.833,15,80.1,0.662,0.005
510.933,16.9,80.2,0.853,0.005
511.033,18.7,81,1.02,0.005
511.133,20.3,81.7,1.171,0.003
511.232,22.1,82.4,1.309,0.003
511.332,23.6,83,1.433,0.002
511.432,25,83.7,1.55,0.005
511.531,26.3,84.1,1.653,-0.002
511.631,27.6,84.6,1.748,-0.003
511.731,28.7,85,1.832,-0.005
511.83,29.7,85.4,1.907,-0.006
511.93,30.6,85.9,1.972,-0.006
512.03,31.2,85.9,2.031,-0.008
512.129,31.8,86.2,2.079,-0.009
512.229,32.4,86.5,2.118,-0.009
512.329,32.8,86.7,2.151,-0.011
512.428,33,86.9,2.176,-0.006
512.528,33,86.7,2.191,-0.012
512.628,33.1,86.7,2.203,-0.012
512.727,32.8,86.7,2.208,-0.011
512.827,32.6,86.7,2.208,-0.011
512.927,32.3,86.6,2.206,-0.012
513.026,31.6,86.6,2.202,-0.011
513.126,31,86.3,2.193,-0.011
513.226,30.3,86.2,2.179,-0.012
513.325,29.4,86.1,2.159,-0.012
513.425,28.4,85.8,2.134,-0.012
513.525,27.4,85.4,2.105,-0.011
513.624,26.2,85,2.064,-0.011
513.724,24.9,84.6,2.018,-0.009
513.824,23.5,84.1,1.966,-0.011
513.923,21.9,83.6,1.908,-0.008
514.023,20.3,83,1.844,-0.008
514.123,18.6,82.4,1.772,-0.006
514.222,16.8,81.8,1.697,-0.005
514.322,15,81.2,1.615,-0.003
514.422,13.2,80.5,1.526,-0.003
514.521,11.2,79.9,1.428,0
514.621,9.2,79.2,1.327,-0.002
514.721,7.3,78.6,1.222,0
514.82,5.2,77.8,1.099,0.002
514.92,3.1,77.1,0.976,0.002
515.02,1.1,76.3,0.846,0.003
515.12,-1,75.8,0.713,0.005
515.219,-3.1,75.1,0.57,0.005
515.319,-5.2,74.7,0.42,0.006
515.419,-6.9,74.7,0.26,0.008
515.518,-9,74.8,0.021,0.011
515.618,-11.1,74.4,-0.168,0.008
515.718,-13,74.7,-0.339,0.008
515.817,-14.8,74.8,-0.523,0.008
515.917,-16.7,75.3,-0.708,0.006
516.017,-18.5,75.5,-0.887,0.008
516.116,-20.3,75.4,-1.053,0.008
516.216,-21.8,75.4,-1.205,0.008
516.316,-23.4,75.5,-1.353,0.006
516.415,-24.7,75.6,-1.495,0.008
516.515,-26.1,75.9,-1.63,0.012
516.615,-27.2,76.8,-1.768,0.008
516.714,-28.5,77.7,-1.902,0.006
516.814,-29.4,78.3,-2.02,0.006
516.914,-30.4,78.6,-2.118,0.006
517.013,-31.2,78.8,-2.194,0.005
517.113,-31.8,78.9,-2.255,0.005
517.213,-32.4,79.1,-2.303,0.005
517.312,-32.8,79.2,-2.344,0.005
517.412,-33.1,79.3,-2.373,0.003
517.512,-33.1,79.3,-2.39,0.009
517.611,-33.2,79.4,-2.405,0.003
517.711,-33,79.5,-2.413,0.003
517.811,-32.7,79.6,-2.414,0.003
517.91,-32.3,79.7,-2.411,0.003
518.01,-31.9,79.7,-2.408,0.003
518.11,-31.2,79.7,-2.401,0.003
518.209,-30.3,79.9,-2.385,0.003
518.309,-29.5,80,-2.365,0.003
518.409,-28.5,80,-2.341,0.003
