DSSS_TIME (Time)," DSSS_TAU (Shear_Stress, kPa)"," DSSS_SIGV (Normal_Stress, kPa)"," DSSS_YHV (Shear_Strain, %)"," DSSS_EPSV (Vertical_Strain, %)"
1702.15,45.9,67.7,4.83,-0.008
1702.25,46.8,68.1,4.904,-0.008
1702.35,47.2,68.2,4.966,-0.012
1702.45,47.6,68.2,5.017,-0.008
1702.55,47.8,68.3,5.044,0
1702.65,47.7,68.4,5.06,-0.008
1702.74,47.4,68.2,5.076,-0.008
1702.84,47.2,68.2,5.076,-0.012
1702.94,46.5,68.2,5.079,-0.012
1703.04,45.7,68.2,5.072,-0.008
1703.14,44.9,68,5.056,-0.008
1703.24,43.7,68,5.037,-0.012
1703.34,42.3,67.8,5.005,-0.008
1703.44,41,67.7,4.982,-0.012
1703.54,39.4,67.6,4.923,-0.008
1703.64,37.6,67.3,4.877,-0.004
1703.74,35.9,67,4.807,-0.008
1703.84,33.8,66.8,4.729,-0.004
1703.94,31.6,66.5,4.643,-0.004
1704.04,29.3,66.1,4.541,-0.004
1704.14,27,65.8,4.428,-0.004
1704.24,24.3,65.4,4.292,-0.004
1704.34,21.9,64.9,4.144,0
1704.44,19.3,64.3,3.957,0
1704.54,16.6,63.9,3.754,0.004
1704.64,13.7,63.4,3.524,0
1704.74,11,62.9,3.282,0.004
1704.84,8.2,62.1,2.998,0.008
1704.94,5.3,61.7,2.67,0.008
1705.04,2.5,61.4,2.308,0.008
1705.14,-0.3,61.2,1.937,0.008
1705.24,-3.3,61,1.528,0.008
1705.34,-6.1,61,1.103,0.012
1705.44,-8.9,61,0.655,0.012
1705.54,-11.7,61.8,0.191,0.015
1705.64,-14.6,62.5,-0.3,0.015
1705.74,-17.6,62.5,-0.776,0.012
1705.83,-20.4,62.8,-1.244,0.012
1705.93,-23.2,63.4,-1.7,0.012
1706.03,-26,64.1,-2.132,0.008
1706.13,-28.7,64.8,-2.522,0.008
1706.23,-31.3,65.5,-2.869,0.008
1706.33,-33.7,66.2,-3.181,0.008
1706.43,-35.8,66.5,-3.466,0.008
1706.53,-37.8,67.1,-3.727,0.008
1706.63,-39.6,67.9,-3.98,0.012
1706.73,-41.4,68.2,-4.218,0.004
1706.83,-42.9,68.6,-4.428,0.004
1706.93,-44.5,69,-4.596,0
1707.03,-45.7,69.4,-4.725,0
1707.13,-46.8,69.6,-4.838,0
1707.23,-47.5,69.7,-4.916,-0.004
1707.33,-48.2,69.8,-4.99,-0.004
1707.43,-48.4,70,-5.044,0
1707.53,-48.8,69.9,-5.083,0
1707.63,-48.8,69.9,-5.103,0.012
1707.73,-48.5,69.8,-5.115,0
1707.83,-48.2,69.7,-5.115,0
1707.93,-47.7,69.7,-5.115,-0.004
1708.03,-47,69.6,-5.111,0
1708.13,-46.1,69.5,-5.095,-0.004
1708.23,-44.8,69.3,-5.079,-0.004
1708.33,-43.7,69.1,-5.048,-0.004
1708.43,-42.1,69,-5.009,0
1708.53,-40.6,68.7,-4.966,-0.004
1708.63,-38.9,68.5,-4.904,0.004
1708.73,-37,68.2,-4.842,-0.004
1708.83,-35,67.9,-4.771,0
1708.92,-32.8,67.6,-4.678,-0.004
1709.02,-30.7,67.2,-4.573,0
1709.12,-28.2,66.7,-4.46,0
1709.22,-25.9,66.4,-4.315,0
1709.32,-23.3,66.1,-4.156,0
1709.42,-20.5,65.6,-3.976,-0.004
1709.52,-17.7,65.3,-3.762,0
1709.62,-15.1,64.8,-3.536,0
1709.72,-12.1,64.2,-3.278,0.004
1709.82,-9.3,63.4,-2.99,0.004
1709.92,-6.4,62.8,-2.682,0.004
1710.02,-3.5,62.2,-2.347,0
1710.12,-0.5,61.6,-1.988,0.008
1710.22,2.3,61,-1.598,0.004
1710.32,5.2,60.9,-1.169,0.004
1710.42,8,60.7,-0.721,0.004
1710.52,10.9,60,-0.261,0.004
1710.62,13.7,59.7,0.218,0.004
1710.72,16.6,59.6,0.709,0.015
1710.82,19.3,60.3,1.189,0.008
1710.92,22.2,60.9,1.653,0.008
1711.02,25,61.7,2.078,0.012
1711.12,27.7,62.4,2.471,0.008
1711.22,30.1,62.9,2.818,0.008
1711.32,32.5,63.6,3.154,0.004
1711.42,34.7,64.3,3.458,0.004
1711.52,36.7,64.8,3.727,0.004
1711.62,38.5,65.4,3.972,0
1711.72,40.2,66.3,4.206,0.008
1711.82,42,66.6,4.409,-0.004
1711.92,43.3,67.1,4.577,-0.004
1712.01,44.7,67.5,4.709,-0.004
1712.11,45.6,67.7,4.807,-0.004
1712.21,46.4,67.9,4.884,-0.008
1712.31,47,67.9,4.955,-0.008
1712.41,47.5,68.2,5.013,-0.008
1712.51,47.6,68.2,5.048,-0.008
1712.61,47.6,68.1,5.072,-0.008
1712.71,47.6,68.2,5.087,-0.004
1712.81,47.3,68.2,5.091,-0.008
1712.91,46.8,68.1,5.091,-0.012
1713.01,45.9,68,5.087,-0.008
1713.11,45.1,67.9,5.076,-0.012
1713.21,44,67.9,5.06,-0.008
1713.31,42.9,67.8,5.037,-0.008
1713.41,41.5,67.7,5.001,-0.008
1713.51,40,67.6,4.959,-0.012
1713.61,38.4,67.3,4.908,-0.008
1713.71,36.6,67,4.846,0.004
1713.81,34.6,66.9,4.771,-0.008
1713.91,32.3,66.5,4.686,-0.004
1714.01,30.1,66.2,4.592,-0.004
1714.11,27.8,65.9,4.483,0
1714.21,25.2,65.4,4.354,-0.004
1714.31,22.7,64.9,4.202,-0.004
1714.41,20.1,64.5,4.031,0
1714.51,17.5,64,3.836,0
1714.61,14.6,63.4,3.614,0
1714.71,11.9,62.9,3.376,0.008
1714.81,9.1,62.4,3.111,0.008
1714.91,6.3,61.5,2.795,0.008
1715.01,3.5,61.2,2.444,0.012
1715.1,0.6,61.2,2.074,0.012
1715.2,-2.3,60.9,1.672,0.004
1715.3,-5.1,60.8,1.255,0.004
1715.4,-8,60.9,0.807,0.012
1715.5,-10.9,61.2,0.351,0.012
1715.6,-13.7,62.1,-0.133,0.012
1715.7,-16.6,62.4,-0.62,0.012
1715.8,-19.5,62.7,-1.095,0.012
1715.9,-22.2,63,-1.555,0.012
1716,-25.1,63.7,-1.996,0.008
1716.1,-27.8,64.4,-2.401,0.008
1716.2,-30.5,65.2,-2.768,0.008
1716.3,-32.8,65.8,-3.087,0.008
1716.4,-35.2,66.4,-3.384,0.004
1716.5,-37.2,67,-3.649,0.008
1716.6,-39,67.6,-3.906,0.004
1716.7,-40.7,67.9,-4.156,0.004
1716.8,-42.5,68.4,-4.374,0.012
1716.9,-44,68.9,-4.561,0.004
1717,-45.3,69.3,-4.705,0.004
1717.1,-46.4,69.4,-4.822,0
1717.2,-47.3,69.6,-4.912,-0.004
1717.3,-47.9,69.8,-4.986,0
1717.4,-48.5,69.7,-5.04,-0.004
1717.5,-48.8,69.7,-5.087,-0.004
1717.6,-48.8,69.8,-5.111,-0.004
1717.7,-48.8,69.9,-5.13,-0.008
1717.8,-48.3,69.7,-5.13,0.004
1717.9,-47.9,69.5,-5.134,-0.004
1718,-47.2,69.6,-5.13,0
1718.09,-46.4,69.4,-5.122,0
1718.19,-45.2,69.3,-5.099,0
1718.29,-44.1,69.1,-5.079,-0.004
1718.39,-42.8,68.9,-5.044,0
1718.49,-41.2,68.7,-4.998,-0.004
1718.59,-39.5,68.4,-4.943,0
1718.69,-37.6,68.2,-4.881,-0.004
1718.79,-35.7,67.9,-4.807,0.008
1718.89,-33.6,67.5,-4.725,-0.004
1718.99,-31.3,67.2,-4.627,-0.004
1719.09,-29,66.7,-4.506,-0.004
1719.19,-26.6,66.4,-4.378,0
1719.29,-24,66.1,-4.222,0.004
1719.39,-21.3,65.7,-4.05,-0.004
1719.49,-18.8,65.2,-3.851,-0.004
1719.59,-15.9,64.8,-3.621,0
1719.69,-13,64.3,-3.368,0.004
1719.79,-10.3,63.4,-3.095,0.012
1719.89,-7.4,62.9,-2.787,0.004
1719.99,-4.4,62.4,-2.464,0.004
1720.09,-1.5,61.7,-2.109,0.008
1720.19,1.3,61.1,-1.731,0.008
1720.29,4.2,60.9,-1.31,0.008
1720.39,7,60.6,-0.869,0.008
1720.49,10,60.1,-0.409,0.004
1720.59,12.8,59.5,0.058,0.008
1720.69,15.6,59.4,0.55,0.008
1720.79,18.4,59.8,1.033,0.012
1720.89,21.3,60.6,1.509,0.012
1720.99,24,61.2,1.953,0.012
1721.09,26.8,61.8,2.358,0.012
1721.18,29.3,62.6,2.725,0.008
1721.28,31.8,63.3,3.056,0.008
1721.38,33.9,63.9,3.372,0.004
1721.48,36.1,64.5,3.66,0.004
1721.58,38,65.2,3.91,0
1721.68,39.8,65.9,4.148,0
1721.78,41.4,66.3,4.358,0
1721.88,42.9,66.9,4.534,0
1721.98,44.3,67.3,4.682,-0.004
1722.08,45.4,67.6,4.791,-0.004
1722.18,46.2,67.6,4.881,-0.004
1722.28,46.8,67.8,4.947,-0.008
1722.38,47.4,68.1,5.005,-0.008
1722.48,47.6,68.1,5.052,-0.008
1722.58,47.7,68,5.076,-0.012
1722.68,47.6,68,5.103,-0.008
1722.78,47.4,68,5.107,-0.008
1722.88,47,68,5.099,-0.004
1722.98,46.3,68,5.099,-0.008
1723.08,45.4,68,5.095,-0.008
1723.18,44.4,67.8,5.072,-0.008
1723.28,43.3,67.6,5.052,-0.008
1723.38,41.9,67.6,5.025,-0.012
1723.48,40.4,67.3,4.994,-0.008
1723.58,38.8,67.2,4.935,-0.008
1723.68,37.1,67.1,4.881,-0.004
1723.78,35.2,66.8,4.814,-0.004
1723.88,33,66.5,4.725,0.004
1723.98,30.8,66.1,4.639,-0.008
1724.08,28.4,65.8,4.53,-0.004
1724.18,26.2,65.4,4.405,-0.004
1724.27,23.6,65,4.265,-0.004
1724.37,21,64.6,4.109,0.004
1724.47,18.3,64,3.918,0
1724.57,15.6,63.4,3.699,0
1724.67,12.7,62.9,3.469,0.004
1724.77,10,62.4,3.22,0.004
1724.87,7.3,61.8,2.916,0.015
1724.97,4.5,61.3,2.573,0.008
1725.07,1.6,61.1,2.21,0.008
1725.17,-1.3,60.8,1.817,0.008
1725.27,-4.1,60.8,1.399,0.008
1725.37,-7.1,60.8,0.963,0.008
1725.47,-9.9,60.9,0.507,0.008
1725.57,-12.7,61.8,0.031,0.012
1725.67,-15.7,62.2,-0.464,0.012
1725.77,-18.6,62.4,-0.936,0.008
1725.87,-21.3,62.8,-1.411,0.015
1725.97,-24.2,63.3,-1.856,0.008
1726.07,-26.9,64.2,-2.277,0.008
1726.17,-29.7,64.8,-2.659,0.008
1726.27,-32.1,65.4,-2.998,0.008
1726.37,-34.4,66.1,-3.298,0.008
1726.47,-36.6,66.6,-3.579,0.008
1726.57,-38.4,67.1,-3.84,0.004
1726.67,-40.2,67.7,-4.085,0.004
1726.77,-41.9,68.2,-4.319,0
1726.87,-43.5,68.5,-4.514,0.004
1726.97,-44.9,68.9,-4.674,0.004
1727.07,-46,69.1,-4.799,0
1727.17,-47,69.4,-4.892,0
1727.27,-47.7,69.4,-4.974,-0.004
1727.36,-48.2,69.7,-5.037,0
1727.46,-48.6,69.7,-5.087,0
1727.56,-48.8,69.7,-5.118,0
1727.66,-48.7,69.5,-5.134,-0.004
1727.76,-48.5,69.6,-5.146,-0.004
1727.86,-48.1,69.4,-5.146,-0.004
1727.96,-47.5,69.4,-5.142,-0.004
1728.06,-46.6,69.3,-5.134,-0.004
1728.16,-45.6,69.2,-5.122,-0.004
1728.26,-44.5,69.1,-5.099,-0.004
1728.36,-43.2,68.8,-5.064,-0.004
1728.46,-41.7,68.7,-5.033,-0.004
1728.56,-40,68.4,-4.978,-0.004
1728.66,-38.4,68.2,-4.916,-0.004
1728.76,-36.4,67.8,-4.846,0
1728.86,-34.3,67.5,-4.768,-0.004
1728.96,-32.2,67.2,-4.67,0.004
1729.06,-29.9,66.8,-4.561,-0.004
1729.16,-27.3,66.3,-4.436,0
1729.26,-24.9,66,-4.296,0
1729.36,-22.3,65.8,-4.124,0
1729.46,-19.6,65.4,-3.933,0
1729.56,-16.8,64.6,-3.715,0
1729.66,-14.1,64.1,-3.481,-0.004
1729.76,-11.1,63.6,-3.2,0.004
1729.86,-8.3,62.9,-2.904,0.004
1729.96,-5.4,62.2,-2.588,0.012
1730.06,-2.4,61.7,-2.245,0.004
1730.16,0.5,61.3,-1.863,0.008
1730.26,3.3,60.8,-1.47,0.004
1730.35,6,60.4,-1.033,0.004
1730.45,9.1,60.2,-0.577,0.008
1730.55,11.9,59.6,-0.101,0.008
1730.65,14.6,59.2,0.382,0.012
1730.75,17.5,59.4,0.873,0.012
1730.85,20.3,60.3,1.357,0.012
1730.95,23.1,60.9,1.813,0.019
1731.05,25.9,61.5,2.23,0.012
1731.15,28.4,62.2,2.608,0.008
1731.25,30.9,62.8,2.955,0.004
1731.35,33.1,63.5,3.275,0.004
1731.45,35.4,64.2,3.571,0.004
1731.55,37.3,64.8,3.836,0.004
1731.65,39.1,65.4,4.081,0
1731.75,40.8,66,4.304,0.004
1731.85,42.5,66.6,4.499,0
1731.95,43.8,67,4.651,0
1732.05,45,67.1,4.775,-0.004
1732.15,45.9,67.4,4.865,-0.004
1732.25,46.7,67.8,4.943,-0.008
1732.35,47.2,67.8,4.994,-0.008
1732.45,47.7,67.9,5.052,-0.008
1732.55,47.8,67.9,5.083,-0.008
1732.65,47.7,67.9,5.107,-0.008
1732.75,47.5,67.9,5.114,-0.012
1732.85,47.1,67.9,5.114,-0.008
1732.95,46.5,67.7,5.114,-0.012
1733.05,45.9,67.7,5.111,-0.012
1733.15,44.8,67.6,5.095,-0.008
1733.25,43.7,67.6,5.076,-0.012
1733.35,42.4,67.4,5.048,-0.008
1733.44,41,67.3,5.013,-0.008
1733.54,39.4,67.2,4.966,-0.008
1733.64,37.7,66.8,4.923,-0.008
1733.74,35.8,66.6,4.849,-0.008
1733.84,33.8,66.5,4.771,-0.008
1733.94,31.5,66.1,4.678,-0.008
1734.04,29.3,65.7,4.58,0
1734.14,26.9,65.4,4.467,-0.004
1734.24,24.3,65,4.327,-0.004
1734.34,21.9,64.5,4.175,0
1734.44,19.2,63.9,3.996,0
1734.54,16.5,63.4,3.785,0.004
1734.64,13.7,63,3.551,0.004
1734.74,10.9,62.4,3.31,0.008
1734.84,8.1,61.8,3.029,0.008
1734.94,5.4,61.2,2.709,0.008
1735.04,2.5,61,2.339,0.015
1735.14,-0.3,60.8,1.957,0.008
1735.24,-3.2,60.6,1.544,0.008
1735.34,-6,60.5,1.115,0.008
1735.44,-9,60.5,0.659,0.008
1735.54,-11.7,61.5,0.191,0.012
1735.64,-14.7,61.9,-0.304,0.008
1735.74,-17.6,62,-0.787,0.008
1735.84,-20.4,62.5,-1.263,0.008
1735.94,-23.2,63.1,-1.719,0.012
1736.04,-26,63.6,-2.152,0.015
1736.14,-28.8,64.3,-2.553,0.012
1736.24,-31.3,65.1,-2.9,0.012
1736.34,-33.7,65.8,-3.208,0.008
1736.44,-35.8,66.3,-3.501,0.008
1736.53,-37.9,66.7,-3.766,0.008
1736.63,-39.6,67.3,-4.019,0.008
1736.73,-41.4,67.9,-4.261,0.004
1736.83,-42.9,68.3,-4.467,0.004
1736.93,-44.5,68.5,-4.639,0.004
1737.03,-45.7,68.9,-4.775,0.019
1737.13,-46.9,69.2,-4.885,0
1737.23,-47.6,69.4,-4.966,-0.004
1737.33,-48.1,69.3,-5.037,0.004
1737.43,-48.5,69.5,-5.087,0
1737.53,-48.8,69.6,-5.118,-0.004
1737.63,-48.7,69.4,-5.146,0
1737.73,-48.6,69.3,-5.161,-0.004
1737.83,-48.2,69.4,-5.161,0
1737.93,-47.7,69.3,-5.157,-0.004
1738.03,-46.9,69.1,-5.157,0.004
1738.13,-45.9,68.9,-5.146,0
1738.23,-44.9,68.9,-5.118,-0.004
1738.33,-43.6,68.8,-5.091,-0.004
1738.43,-42.2,68.5,-5.06,-0.004
1738.53,-40.6,68.3,-5.013,0
1738.63,-38.9,68,-4.959,-0.004
1738.73,-37,67.7,-4.888,0
1738.83,-34.9,67.3,-4.81,0
1738.93,-32.8,67,-4.721,-0.004
1739.03,-30.5,66.6,-4.616,0
1739.13,-28.1,66.4,-4.499,-0.004
1739.23,-25.8,66,-4.358,0
1739.33,-23.1,65.6,-4.198,0
1739.43,-20.6,65.3,-4.015,-0.004
1739.53,-17.7,64.9,-3.801,0
1739.62,-15,64.2,-3.571,0
1739.72,-12.1,63.6,-3.306,0
1739.82,-9.3,63,-3.017,0.004
1739.92,-6.4,62.3,-2.701,0.004
1740.02,-3.5,61.6,-2.374,0.004
1740.12,-0.6,61.2,-2,0.012
1740.22,2.3,60.7,-1.61,0.004
1740.32,5.3,60.4,-1.181,0.008
1740.42,8,60.2,-0.733,0.004
1740.52,10.9,59.6,-0.261,0.004
1740.62,13.7,59.1,0.214,0.004
1740.72,16.6,59.1,0.713,0.012
1740.82,19.4,59.9,1.205,0.008
1740.92,22.2,60.5,1.672,0.012
1741.02,25,61.1,2.101,0.012
1741.12,27.6,61.9,2.495,0.019
1741.22,30.1,62.5,2.854,0.012
1741.32,32.5,63.1,3.185,0.008
1741.42,34.7,63.7,3.489,0.008
1741.52,36.7,64.5,3.766,0.008
1741.62,38.6,65.1,4.015,0.004
1741.72,40.3,65.7,4.245,0
1741.82,42,66.3,4.452,0.004
1741.92,43.4,66.8,4.619,0
1742.02,44.6,67,4.748,-0.004
1742.12,45.5,67.2,4.849,0.004
1742.22,46.5,67.5,4.939,-0.004
1742.32,47,67.7,4.998,-0.004
1742.42,47.4,67.6,5.052,-0.004
1742.52,47.7,67.7,5.091,-0.008
1742.61,47.8,67.7,5.114,-0.008
1742.71,47.6,67.8,5.13,-0.012
1742.81,47.2,67.8,5.134,-0.008
1742.91,46.7,67.6,5.13,-0.008
1743.01,46,67.6,5.126,-0.012
1743.11,45.1,67.6,5.118,-0.008
1743.21,44,67.3,5.091,-0.012
1743.31,42.8,67.2,5.072,-0.012
1743.41,41.5,67.1,5.044,-0.008
1743.51,39.9,67,4.994,-0.008
1743.61,38.3,66.8,4.947,-0.004
1743.71,36.5,66.6,4.888,-0.008
1743.81,34.5,66.4,4.814,-0.004
1743.91,32.3,66.1,4.725,-0.008
1744.01,30,65.8,4.627,-0.004
1744.11,27.7,65.4,4.518,-0.004
1744.21,25.4,65.1,4.389,-0.004
1744.31,22.8,64.5,4.245,0
1744.41,20.1,63.9,4.066,0
1744.51,17.4,63.4,3.867,0
1744.61,14.5,63,3.645,0
1744.71,11.8,62.4,3.411,0.008
1744.81,9,61.8,3.138,0.008
1744.91,6.3,61.2,2.826,0.008
1745.01,3.6,60.8,2.471,0.008
1745.11,0.6,60.6,2.101,0.008
1745.21,-2.4,60.4,1.692,0.008
1745.31,-5.1,60.3,1.271,0.008
1745.41,-8,60.2,0.815,0.012
1745.51,-10.9,60.8,0.351,0.012
1745.61,-13.6,61.6,-0.14,0.012
1745.7,-16.6,61.8,-0.624,0.012
1745.8,-19.5,62.1,-1.107,0.012
1745.9,-22.2,62.5,-1.575,0.012
1746,-25.2,63.2,-2.019,0.015
1746.1,-27.8,63.9,-2.421,0.012
1746.2,-30.5,64.7,-2.795,0.012
1746.3,-32.9,65.3,-3.126,0.008
1746.4,-35.2,65.9,-3.419,0.008
1746.5,-37.2,66.4,-3.692,0.008
1746.6,-39,67.1,-3.953,0.004
1746.7,-40.8,67.6,-4.198,0.004
1746.8,-42.5,68,-4.417,0.004
1746.9,-43.9,68.4,-4.6,0.004
1747,-45.4,68.8,-4.748,0.004
1747.1,-46.4,68.9,-4.865,0
1747.2,-47.3,69.1,-4.955,0.012
1747.3,-48,69.3,-5.037,0
1747.4,-48.5,69.4,-5.087,-0.004
1747.5,-48.8,69.3,-5.134,-0.008
1747.6,-48.8,69.3,-5.157,0
1747.7,-48.8,69.4,-5.177,0
1747.8,-48.4,69.2,-5.177,-0.004
1747.9,-47.9,69.1,-5.181,0
1748,-47.3,69.1,-5.177,-0.004
1748.1,-46.2,68.9,-5.165,-0.004
1748.2,-45.3,68.8,-5.15,0.012
1748.3,-44,68.7,-5.126,-0.004
1748.4,-42.7,68.4,-5.087,-0.004
1748.5,-41.1,68.2,-5.044,-0.004
1748.6,-39.4,68,-4.99,0
1748.7,-37.7,67.7,-4.923,-0.008
1748.79,-35.6,67.3,-4.853,-0.004
1748.89,-33.6,66.9,-4.764,-0.004
1748.99,-31.3,66.7,-4.666,-0.004
1749.09,-29,66.3,-4.549,-0.004
1749.19,-26.6,65.9,-4.421,0.012
1749.29,-24,65.6,-4.269,0
1749.39,-21.3,65.4,-4.093,-0.004
1749.49,-18.7,64.7,-3.89,0
1749.59,-16,64.3,-3.664,0
1749.69,-13,63.7,-3.415,0
1749.79,-10.2,63.1,-3.134,0.004
1749.89,-7.4,62.3,-2.826,0.004
1749.99,-4.4,61.8,-2.495,0.008
1750.09,-1.5,61.2,-2.144,0.004
1750.19,1.4,60.6,-1.762,0.004
1750.29,4.2,60.3,-1.337,0.008
1750.39,7.1,60.2,-0.885,0.008
1750.49,10,59.7,-0.421,0.004
1750.59,12.7,58.8,0.047,0.008
1750.69,15.5,58.8,0.542,0.012
1750.79,18.4,59.5,1.049,0.008
1750.89,21.3,60.2,1.524,0.012
1750.99,24,60.7,1.969,0.012
1751.09,26.9,61.5,2.386,0.012
1751.19,29.3,62.1,2.752,0.008
1751.29,31.7,62.7,3.091,0.012
1751.39,34,63.4,3.403,0.004
1751.49,36.1,64.1,3.688,0.004
1751.59,38.1,64.6,3.941,0.004
1751.69,39.7,65.2,4.183,0
1751.79,41.4,66,4.401,0
1751.88,42.9,66.5,4.58,0
1751.98,44.3,66.7,4.721,-0.004
1752.08,45.4,67.1,4.834,-0.004
1752.18,46.2,67.3,4.927,-0.004
1752.28,46.9,67.4,4.994,0
1752.38,47.4,67.4,5.048,-0.008
1752.48,47.7,67.6,5.095,-0.012
1752.58,47.9,67.7,5.126,-0.008
1752.68,47.7,67.6,5.142,-0.012
1752.78,47.5,67.5,5.142,-0.008
1752.88,46.9,67.6,5.142,-0.008
1752.98,46.3,67.5,5.146,-0.008
1753.08,45.4,67.3,5.134,-0.008
1753.18,44.4,67.3,5.114,-0.008
1753.28,43.2,67.2,5.095,0.004
1753.38,41.9,67,5.068,-0.004
1753.48,40.4,67,5.033,-0.012
1753.58,38.8,66.7,4.982,-0.008
1753.68,37.1,66.5,4.927,-0.004
1753.78,35.2,66.2,4.857,-0.008
1753.88,32.9,65.9,4.76,-0.008
1753.98,30.8,65.5,4.674,-0.008
1754.08,28.4,65.3,4.573,-0.008
1754.18,26.1,64.9,4.448,-0.004
1754.28,23.6,64.6,4.304,0.004
1754.38,21,64,4.144,0
1754.48,18.4,63.5,3.949,0
1754.58,15.5,63.1,3.735,0.004
1754.68,12.8,62.4,3.505,0.004
1754.78,10,61.8,3.251,0.008
1754.88,7.3,61.3,2.947,0.008
1754.97,4.4,60.7,2.604,0.008
1755.07,1.6,60.5,2.238,0.008
1755.17,-1.3,60.3,1.832,0.008
1755.27,-4.2,60.2,1.419,0.015
1755.37,-7.1,60,0.978,0.008
1755.47,-9.9,60.3,0.515,0.012
1755.57,-12.7,61.3,0.023,0.012
1755.67,-15.7,61.4,-0.468,0.012
1755.77,-18.6,61.8,-0.955,0.012
1755.87,-21.3,62.2,-1.427,0.012
1755.97,-24.2,62.8,-1.887,0.012
1756.07,-26.9,63.3,-2.304,0.012
1756.17,-29.7,64.2,-2.694,0.012
1756.27,-32.2,64.9,-3.033,0.008
1756.37,-34.4,65.4,-3.341,0.008
1756.47,-36.6,66,-3.621,0.008
1756.57,-38.5,66.6,-3.883,0.008
1756.67,-40.2,67.1,-4.132,0.004
1756.77,-42,67.6,-4.362,0.004
1756.87,-43.5,68,-4.561,0.004
1756.97,-44.9,68.5,-4.717,0
1757.07,-46.1,68.8,-4.846,0
1757.17,-47,68.8,-4.947,0
1757.27,-47.8,69,-5.025,0
1757.37,-48.4,69.1,-5.091,0
1757.47,-48.5,69,-5.134,0
1757.57,-48.8,69.1,-5.165,-0.004
1757.67,-48.7,69.1,-5.185,-0.004
1757.77,-48.4,69.1,-5.196,-0.004
1757.87,-48,68.8,-5.2,-0.004
1757.96,-47.5,68.9,-5.196,-0.004
1758.06,-46.5,68.8,-5.189,0
1758.16,-45.7,68.6,-5.173,-0.004
1758.26,-44.5,68.5,-5.15,-0.004
1758.36,-43.2,68.4,-5.118,0.008
1758.46,-41.7,68.1,-5.079,-0.004
1758.56,-40.1,67.8,-5.029,0
1758.66,-38.3,67.5,-4.966,-0.004
1758.76,-36.3,67.2,-4.892,-0.004
1758.86,-34.3,66.9,-4.814,0
1758.96,-32.1,66.6,-4.721,0
1759.06,-29.8,66.2,-4.612,-0.004
1759.16,-27.3,65.9,-4.483,0
1759.26,-24.9,65.6,-4.339,0
1759.36,-22.2,65.2,-4.167,0.012
1759.46,-19.6,64.6,-3.972,0
1759.56,-16.8,64.3,-3.754,0
1759.66,-14,63.7,-3.516,0.004
1759.76,-11.2,62.9,-3.239,0.004
1759.86,-8.3,62.2,-2.939,0
1759.96,-5.3,61.8,-2.616,0.004
1760.06,-2.5,61.1,-2.273,0.004
1760.16,0.5,60.5,-1.895,0.004
1760.26,3.3,60,-1.489,0.004
1760.36,6.2,60,-1.045,0.015
1760.46,9,59.6,-0.585,0.004
1760.56,11.9,58.8,-0.113,0.004
1760.66,14.7,58.7,0.374,0.008
1760.76,17.5,58.8,0.881,0.012
1760.86,20.3,59.6,1.372,0.012
1760.96,23.1,60.3,1.824,0.008
1761.05,25.9,61,2.253,0.008
1761.15,28.5,61.8,2.631,0.012
1761.25,30.9,62.3,2.982,0.008
1761.35,33.1,62.9,3.31,0.008
1761.45,35.4,63.6,3.61,0.004
1761.55,37.3,64.3,3.871,0.004
1761.65,39.2,64.8,4.113,0
1761.75,40.8,65.4,4.339,-0.004
1761.85,42.4,66,4.541,-0.004
1761.95,43.8,66.4,4.69,-0.004
1762.05,45,66.7,4.81,-0.004
1762.15,45.9,67,4.9,-0.008
1762.25,46.7,67.1,4.974,-0.008
1762.35,47.2,67.2,5.044,-0.008
1762.45,47.6,67.3,5.095,-0.008
1762.55,47.7,67.3,5.13,-0.012
1762.65,47.7,67.3,5.146,-0.012
1762.75,47.4,67.4,5.161,-0.012
1762.85,47.1,67.3,5.161,-0.008
1762.95,46.5,67.2,5.157,-0.012
1763.05,45.8,67.2,5.153,-0.012
1763.15,44.7,67.2,5.138,-0.008
1763.25,43.7,67,5.114,-0.004
1763.35,42.4,67,5.091,-0.012
1763.45,40.9,66.8,5.052,-0.004
1763.55,39.4,66.6,5.009,-0.012
1763.65,37.7,66.3,4.947,-0.004
1763.75,35.8,66.1,4.884,-0.004
1763.85,33.7,65.9,4.81,-0.004
1763.95,31.5,65.5,4.725,-0.004
1764.05,29.2,65.3,4.619,-0.008
1764.14,26.9,64.8,4.506,-0.004
1764.24,24.4,64.5,4.366,-0.004
1764.34,21.9,63.8,4.214,0
1764.44,19.2,63.4,4.031,0
1764.54,16.4,63,3.816,0.004
1764.64,13.6,62.3,3.59,0.004
1764.74,10.9,61.8,3.349,0.004
1764.84,8,61.2,3.064,0.008
1764.94,5.4,60.6,2.74,0.008
1765.04,2.5,60.3,2.37,0.008
1765.14,-0.3,60.1,1.988,0.008
1765.24,-3.2,59.9,1.571,0.008
1765.34,-6.1,59.8,1.138,0.008
1765.44,-9,59.9,0.674,0.015
1765.54,-11.6,60.6,0.203,0.008
1765.64,-14.6,61.2,-0.3,0.012
1765.74,-17.5,61.4,-0.787,0.008
1765.84,-20.4,61.8,-1.271,0.008
1765.94,-23.1,62.4,-1.739,0.012
1766.04,-26,63,-2.175,0.008
1766.14,-28.7,63.7,-2.573,0.008
1766.24,-31.4,64.3,-2.931,0.012
