DSSS_TIME (Time)," DSSS_TAU (Shear_Stress, kPa)"," DSSS_SIGV (Normal_Stress, kPa)"," DSSS_YHV (Shear_Strain, %)"," DSSS_EPSV (Vertical_Strain, %)"
400.294,6,90,-0.565,0.039
400.394,8.9,89.5,-0.277,0.039
400.493,12,89.2,0.012,0.039
400.593,14.8,89.1,0.292,0.05
400.693,17.7,89,0.581,0.043
400.792,20.5,89.2,0.858,0.043
400.892,23.3,89.3,1.119,0.043
400.992,25.9,89.7,1.368,0.039
401.091,28.5,90.1,1.598,0.043
401.191,30.8,90.4,1.813,0.043
401.291,33.1,90.7,2.015,0.039
401.391,35.2,91.2,2.214,0.039
401.49,37.1,91.6,2.401,0.035
401.59,39,91.8,2.573,0.043
401.69,40.7,92.2,2.729,0.035
401.789,42.3,92.7,2.861,0.031
401.889,43.6,92.8,2.97,0.031
401.989,44.7,93,3.068,0.027
402.088,45.8,93.4,3.154,0.031
402.188,46.5,93.5,3.216,0.031
402.288,47.2,93.5,3.275,0.027
402.387,47.6,93.7,3.314,0.027
402.487,47.9,93.8,3.345,0.027
402.587,47.8,93.7,3.364,0.035
402.686,47.7,93.7,3.372,0.027
402.786,47.3,93.8,3.376,0.031
402.886,46.8,93.7,3.376,0.023
402.985,46,93.7,3.372,0.023
403.085,45.3,93.7,3.364,0.023
403.185,44.1,93.7,3.345,0.027
403.284,42.8,93.4,3.321,0.027
403.384,41.4,93.3,3.29,0.027
403.484,40,93.3,3.255,0.027
403.583,38.2,93.1,3.208,0.027
403.683,36.4,92.9,3.154,0.027
403.783,34.5,92.8,3.087,0.031
403.882,32.1,92.5,3.006,0.031
403.982,29.9,92.3,2.92,0.031
404.082,27.6,92.2,2.822,0.031
404.181,25.1,92,2.713,0.035
404.281,22.5,91.8,2.588,0.031
404.381,19.9,91.6,2.456,0.035
404.48,17.1,91.3,2.304,0.035
404.58,14.3,91.2,2.14,0.039
404.68,11.3,90.9,1.957,0.039
404.779,8.5,90.6,1.766,0.039
404.879,5.6,90.6,1.563,0.039
404.979,2.7,90.3,1.345,0.039
405.078,-0.2,90.1,1.092,0.039
405.178,-3.1,90.3,0.823,0.039
405.278,-6.2,90.4,0.546,0.035
405.378,-9.2,90.5,0.273,0.039
405.477,-12.1,90.7,-0.008,0.035
405.577,-15,91.2,-0.285,0.039
405.677,-17.8,91.6,-0.569,0.046
405.776,-20.7,91.9,-0.846,0.039
405.876,-23.5,92.1,-1.111,0.039
405.976,-26.1,92.5,-1.364,0.039
406.075,-28.7,92.7,-1.602,0.039
406.175,-31.1,93,-1.832,0.039
406.275,-33.4,93.6,-2.05,0.035
406.374,-35.5,93.8,-2.249,0.035
406.474,-37.6,94.2,-2.44,0.035
406.574,-39.6,94.7,-2.62,0.035
406.673,-41.2,95.1,-2.776,0.043
406.773,-42.9,95.3,-2.92,0.035
406.873,-44.3,95.5,-3.041,0.035
406.972,-45.5,95.7,-3.134,0.031
407.072,-46.5,95.9,-3.216,0.031
407.172,-47.4,95.8,-3.286,0.031
407.271,-47.9,96,-3.333,0.035
407.371,-48.5,96.1,-3.376,0.031
407.471,-48.7,95.9,-3.407,0.035
407.57,-48.8,95.9,-3.43,0.031
407.67,-48.6,96,-3.438,0.039
407.77,-48.3,95.9,-3.45,0.027
407.869,-47.8,95.8,-3.446,0.031
407.969,-47.3,95.8,-3.438,0.035
408.069,-46.2,95.6,-3.427,0.031
408.168,-45.2,95.4,-3.407,0.027
408.268,-44.1,95.3,-3.391,0.031
408.368,-42.6,95.1,-3.364,0.035
408.467,-41,94.9,-3.317,0.031
408.567,-39.3,94.6,-3.271,0.027
408.667,-37.5,94.3,-3.216,0.039
408.766,-35.6,93.9,-3.154,0.031
408.866,-33.5,93.7,-3.08,0.031
408.966,-31.2,93.3,-2.986,0.031
409.065,-28.8,92.9,-2.896,0.031
409.165,-26.3,92.5,-2.791,0.031
409.265,-23.8,92.4,-2.666,0.027
409.365,-21.2,91.9,-2.534,0.031
409.464,-18.5,91.5,-2.378,0.031
409.564,-15.4,91.4,-2.214,0.031
409.664,-12.6,91.1,-2.035,0.031
409.763,-9.8,90.7,-1.848,0.031
409.863,-6.8,90.3,-1.645,0.031
409.963,-3.8,90.1,-1.415,0.031
410.062,-0.9,89.7,-1.177,0.031
410.162,2.1,89.5,-0.92,0.031
410.262,5.1,89.2,-0.659,0.035
410.361,8,88.6,-0.374,0.035
410.461,11,88.1,-0.09,0.035
410.561,13.9,88.1,0.199,0.035
410.66,16.7,88.2,0.487,0.035
410.76,19.6,88.1,0.776,0.039
410.86,22.4,88.3,1.037,0.039
410.959,25.2,88.6,1.294,0.035
411.059,27.6,88.8,1.532,0.039
411.159,30,89.1,1.75,0.035
411.258,32.3,89.6,1.961,0.031
411.358,34.5,90,2.164,0.035
411.458,36.5,90.4,2.355,0.031
411.557,38.4,90.8,2.534,0.031
411.657,40.2,91.2,2.698,0.031
411.757,41.8,91.5,2.826,0.039
411.856,43.2,91.6,2.951,0.031
411.956,44.4,92,3.052,0.027
412.056,45.5,92.4,3.142,0.027
412.155,46.3,92.4,3.212,0.023
412.255,47,92.4,3.275,0.027
412.355,47.4,92.6,3.317,0.023
412.454,47.7,92.8,3.356,0.027
412.554,47.8,92.8,3.376,0.023
412.654,47.7,92.8,3.395,0.027
412.753,47.3,92.9,3.395,0.027
412.853,47,92.7,3.403,0.019
412.953,46.2,92.7,3.399,0.019
413.052,45.5,92.8,3.384,0.023
413.152,44.4,92.5,3.364,0.023
413.252,43.2,92.4,3.349,0.023
413.352,41.9,92.5,3.321,0.019
413.451,40.6,92.3,3.29,0.023
413.551,38.8,92.1,3.247,0.023
413.651,37.1,91.9,3.197,0.023
413.75,35.2,91.8,3.126,0.035
413.85,33.2,91.5,3.056,0.027
413.95,30.6,91.2,2.97,0.023
414.049,28.4,91.2,2.877,0.027
414.149,25.9,90.9,2.772,0.027
414.249,23.4,90.7,2.651,0.027
414.348,20.7,90.6,2.518,0.027
414.448,18,90.4,2.37,0.031
414.548,15.2,90.2,2.214,0.031
414.647,12.3,89.8,2.031,0.031
414.747,9.5,89.7,1.848,0.043
414.847,6.4,89.4,1.641,0.031
414.946,3.6,89.3,1.427,0.031
415.046,0.7,89.1,1.189,0.031
415.146,-2.1,89.3,0.924,0.035
415.245,-5.3,89.3,0.643,0.035
415.345,-8.3,89.4,0.366,0.031
415.445,-11.2,89.7,0.086,0.031
415.544,-14.1,90,-0.191,0.039
415.644,-16.9,90.5,-0.472,0.035
415.744,-19.8,90.9,-0.76,0.035
415.843,-22.6,91.2,-1.033,0.031
415.943,-25.3,91.3,-1.286,0.035
416.043,-27.8,91.6,-1.536,0.027
416.142,-30.3,92.1,-1.766,0.031
416.242,-32.7,92.4,-1.988,0.035
416.342,-34.8,92.9,-2.195,0.031
416.441,-37,93.3,-2.39,0.027
416.541,-38.8,93.7,-2.573,0.031
416.641,-40.6,94,-2.74,0.027
416.74,-42.3,94.4,-2.889,0.027
416.84,-43.8,94.5,-3.017,0.031
416.94,-45,94.8,-3.119,0.031
417.039,-46.1,95,-3.208,0.027
417.139,-47.1,95,-3.282,0.027
417.239,-47.8,95.2,-3.341,0.027
417.339,-48.3,95.2,-3.391,0.027
417.438,-48.7,95.2,-3.423,0.027
417.538,-48.8,95.2,-3.45,0.031
417.638,-48.8,95.1,-3.466,0.031
417.737,-48.6,95.1,-3.466,0.027
417.837,-48,95.1,-3.466,0.035
417.937,-47.5,94.9,-3.466,0.027
418.036,-46.7,94.8,-3.454,0.031
418.136,-45.5,94.6,-3.438,0.023
418.236,-44.4,94.5,-3.419,0.027
418.335,-43.1,94.2,-3.391,0.027
418.435,-41.7,94.1,-3.352,0.027
418.535,-40,93.9,-3.31,0.023
418.634,-38.1,93.6,-3.251,0.031
418.734,-36.2,93.2,-3.185,0.023
418.834,-34.2,92.9,-3.122,0.039
418.933,-31.9,92.6,-3.041,0.027
419.033,-29.6,92.3,-2.943,0.027
419.133,-27.1,91.9,-2.834,0.027
419.232,-24.6,91.5,-2.725,0.023
419.332,-22,91.2,-2.592,0.027
419.432,-19.2,91,-2.44,0.027
419.531,-16.5,90.6,-2.28,0.027
419.631,-13.6,90.4,-2.109,0.027
419.731,-10.6,90.1,-1.926,0.027
419.83,-7.7,89.8,-1.723,0.039
419.93,-4.8,89.3,-1.505,0.027
420.03,-2,89,-1.267,0.023
420.129,1.2,88.9,-1.01,0.027
420.229,4.1,88.6,-0.752,0.027
420.329,7,87.9,-0.476,0.031
420.428,9.9,87.5,-0.183,0.031
420.528,12.9,87.5,0.109,0.035
420.628,15.7,87.3,0.394,0.031
420.727,18.7,87.1,0.686,0.031
420.827,21.4,87.4,0.955,0.039
420.927,24.3,87.9,1.224,0.035
421.026,26.8,88,1.466,0.031
421.126,29.3,88.2,1.692,0.031
421.226,31.7,88.8,1.91,0.031
421.325,33.7,89.2,2.109,0.027
421.425,35.8,89.4,2.308,0.023
421.525,37.8,89.8,2.495,0.027
421.625,39.7,90.3,2.662,0.027
421.724,41.2,90.5,2.807,0.027
421.824,42.7,90.6,2.935,0.023
421.924,44.1,91.1,3.045,0.023
422.023,45.1,91.4,3.138,0.019
422.123,46,91.4,3.212,0.023
422.223,46.8,91.6,3.275,0.019
422.322,47.4,91.8,3.325,0.019
422.422,47.6,91.8,3.364,0.019
422.522,47.8,91.7,3.391,0.019
422.621,47.8,91.8,3.407,0.019
422.721,47.5,92,3.415,0.019
422.821,47.1,91.8,3.419,0.019
422.92,46.5,91.8,3.415,0.023
423.02,45.7,91.9,3.411,0.015
423.12,44.7,91.8,3.395,0.015
423.219,43.7,91.6,3.376,0.015
423.319,42.3,91.7,3.349,0.019
423.419,40.9,91.5,3.321,0.015
423.518,39.3,91.3,3.278,0.019
423.618,37.6,91.2,3.228,0.019
423.718,35.8,91,3.173,0.015
423.817,33.8,90.7,3.099,0.023
423.917,31.4,90.5,3.017,0.031
424.017,29.2,90.3,2.928,0.023
424.116,26.7,90,2.822,0.027
424.216,24.3,89.7,2.705,0.023
424.316,21.6,89.7,2.577,0.023
424.415,19,89.6,2.44,0.023
424.515,16.1,89.2,2.277,0.027
424.615,13.3,89.1,2.109,0.027
424.714,10.4,88.8,1.922,0.027
424.814,7.4,88.6,1.727,0.031
424.914,4.6,88.5,1.505,0.043
425.013,1.7,88.2,1.279,0.031
425.113,-1.2,88.3,1.021,0.027
425.213,-4.2,88.5,0.741,0.027
425.312,-7.2,88.4,0.464,0.031
425.412,-10.2,88.5,0.191,0.023
425.512,-13.1,88.8,-0.097,0.031
425.612,-16,89.3,-0.378,0.031
425.711,-18.8,89.8,-0.667,0.031
425.811,-21.8,90.2,-0.947,0.031
425.911,-24.3,90.5,-1.208,0.039
426.01,-27.1,90.6,-1.462,0.031
426.11,-29.5,90.9,-1.7,0.027
426.21,-31.9,91.4,-1.93,0.027
426.309,-34.2,91.9,-2.136,0.027
426.409,-36.3,92.1,-2.335,0.027
426.509,-38.2,92.6,-2.526,0.027
426.608,-40.1,92.9,-2.698,0.027
426.708,-41.7,93.3,-2.85,0.023
426.808,-43.3,93.6,-2.99,0.023
426.907,-44.7,93.9,-3.099,0.027
427.007,-45.9,94,-3.197,0.023
427.107,-46.8,94,-3.275,0.023
427.206,-47.6,94.1,-3.333,0.023
427.306,-48.2,94.2,-3.384,0.019
427.406,-48.7,94.2,-3.43,0.023
427.505,-48.8,94.3,-3.458,0.023
427.605,-48.8,94.2,-3.473,0.023
427.705,-48.5,94.2,-3.485,0.023
427.804,-48.2,94,-3.485,0.023
427.904,-47.6,93.9,-3.477,0.023
428.004,-46.9,93.9,-3.473,0.023
428.103,-45.9,93.7,-3.462,0.023
428.203,-44.9,93.7,-3.446,0.019
428.303,-43.5,93.5,-3.419,0.023
428.402,-42.1,93.2,-3.38,0.023
428.502,-40.6,93,-3.341,0.023
428.602,-38.8,92.8,-3.29,0.023
428.701,-36.9,92.4,-3.224,0.023
428.801,-34.9,92.1,-3.165,0.023
428.901,-32.8,91.7,-3.084,0.023
429,-30.4,91.5,-2.994,0.031
429.1,-28,91,-2.889,0.019
429.2,-25.5,90.7,-2.779,0.019
429.299,-22.8,90.4,-2.647,0.023
429.399,-20.2,90.2,-2.51,0.023
429.499,-17.4,89.7,-2.351,0.019
429.598,-14.5,89.4,-2.179,0.019
429.698,-11.5,89.3,-1.992,0.023
429.798,-8.6,88.9,-1.797,0.023
429.898,-5.8,88.4,-1.59,0.019
429.997,-2.8,88.2,-1.353,0.039
430.097,0.2,88,-1.099,0.023
430.197,3.1,87.6,-0.842,0.027
430.296,6,87.3,-0.577,0.027
430.396,9,86.7,-0.281,0.027
430.496,12.1,86.4,0.012,0.027
430.595,14.8,86.2,0.296,0.031
430.695,17.7,86.4,0.589,0.031
430.795,20.5,86.4,0.873,0.031
430.894,23.3,86.7,1.138,0.031
430.994,26,87.1,1.392,0.039
431.094,28.5,87.4,1.622,0.031
431.193,30.8,87.7,1.848,0.027
431.293,33.1,88.2,2.054,0.027
431.393,35.1,88.6,2.253,0.023
431.492,37.2,88.9,2.448,0.023
431.592,39,89.2,2.62,0.019
431.692,40.8,89.7,2.779,0.019
431.791,42.3,90.1,2.912,0.019
431.891,43.6,90.3,3.025,0.019
431.991,44.7,90.6,3.122,0.027
432.09,45.8,90.8,3.204,0.019
432.19,46.5,90.9,3.271,0.015
432.29,47.1,91,3.333,0.019
432.389,47.6,91.3,3.372,0.015
432.489,47.7,91.5,3.403,0.012
432.589,47.7,91.2,3.423,0.012
432.688,47.7,91.2,3.434,0.012
432.788,47.4,91.3,3.434,0.012
432.888,46.7,91.3,3.434,0.019
432.987,46.1,91.2,3.43,0.015
433.087,45.1,91.3,3.415,0.015
433.187,43.9,91.1,3.399,0.015
433.286,42.9,91.1,3.38,0.012
433.386,41.4,91.1,3.349,0.015
433.486,39.8,90.7,3.31,0.015
433.585,38.3,90.6,3.263,0.015
433.685,36.4,90.5,3.208,0.015
433.785,34.4,90.4,3.142,0.019
433.885,32,89.9,3.06,0.015
433.984,29.9,89.7,2.974,0.019
434.084,27.5,89.6,2.873,0.019
434.184,25,89.4,2.76,0.023
434.283,22.5,89.1,2.635,0.023
434.383,19.8,88.9,2.499,0.027
434.483,17,88.8,2.347,0.023
434.582,14.3,88.5,2.183,0.023
434.682,11.3,88.2,1.996,0.027
434.782,8.4,88.2,1.805,0.027
434.881,5.6,87.9,1.598,0.023
434.981,2.7,87.7,1.368,0.027
435.081,-0.3,87.6,1.119,0.035
435.18,-3.2,87.9,0.842,0.027
435.28,-6.3,87.9,0.554,0.023
435.38,-9.2,87.9,0.285,0.027
435.479,-12.2,88.2,-0.004,0.023
435.579,-15,88.6,-0.285,0.027
435.679,-17.8,89.1,-0.577,0.027
435.778,-20.7,89.4,-0.862,0.023
435.878,-23.6,89.7,-1.13,0.023
435.978,-26,90,-1.388,0.027
436.077,-28.7,90.3,-1.637,0.039
436.177,-31.1,90.7,-1.867,0.027
436.277,-33.4,91.2,-2.086,0.027
436.376,-35.6,91.6,-2.284,0.023
436.476,-37.6,91.8,-2.479,0.023
436.576,-39.6,92.4,-2.663,0.027
436.675,-41.2,92.8,-2.818,0.023
436.775,-42.9,92.9,-2.963,0.023
436.875,-44.3,93.1,-3.084,0.023
436.974,-45.6,93.4,-3.181,0.023
437.074,-46.5,93.6,-3.263,0.035
437.174,-47.3,93.5,-3.333,0.019
437.273,-47.9,93.8,-3.388,0.019
437.373,-48.5,93.9,-3.427,0.019
437.473,-48.8,93.6,-3.462,0.019
437.572,-48.8,93.6,-3.481,0.019
437.672,-48.5,93.7,-3.497,0.015
437.772,-48.4,93.6,-3.501,0.019
437.871,-47.9,93.5,-3.493,0.019
437.971,-47.2,93.3,-3.497,0.019
438.071,-46.2,93.3,-3.489,0.027
438.171,-45.3,93,-3.469,0.019
438.27,-43.9,93,-3.442,0.015
438.37,-42.6,92.8,-3.411,0.019
438.47,-41.1,92.5,-3.372,0.019
438.569,-39.4,92.3,-3.317,0.019
438.669,-37.5,92,-3.263,0.015
438.769,-35.6,91.6,-3.2,0.019
438.868,-33.4,91.2,-3.122,0.019
438.968,-31,91.1,-3.037,0.019
439.068,-28.8,90.7,-2.939,0.023
439.167,-26.3,90.3,-2.83,0.019
439.267,-23.8,90,-2.709,0.019
439.367,-21,89.7,-2.573,0.019
439.466,-18.3,89.4,-2.417,0.019
439.566,-15.5,89.1,-2.253,0.019
439.666,-12.5,88.8,-2.066,0.023
439.765,-9.7,88.6,-1.875,0.023
439.865,-6.8,88,-1.668,0.023
439.965,-3.8,87.6,-1.442,0.023
440.064,-0.9,87.4,-1.197,0.019
440.164,2.1,87.2,-0.932,0.027
440.264,5.1,86.8,-0.671,0.027
440.363,8.1,86.4,-0.382,0.027
440.463,11,86,-0.086,0.027
440.563,13.9,85.7,0.207,0.027
440.662,16.7,85.7,0.499,0.027
440.762,19.7,85.8,0.799,0.027
440.862,22.4,85.9,1.06,0.023
440.961,25.2,86.4,1.322,0.027
441.061,27.7,86.8,1.559,0.027
441.161,30.2,87.1,1.789,0.031
441.26,32.3,87.4,1.992,0.023
441.36,34.6,88,2.203,0.023
441.46,36.5,88.4,2.401,0.023
441.559,38.5,88.7,2.581,0.019
441.659,40.3,89.1,2.74,0.019
441.759,41.8,89.5,2.885,0.015
441.858,43.2,89.7,3.006,0.015
441.958,44.4,90,3.115,0.015
442.058,45.4,90.3,3.2,0.012
442.158,46.3,90.3,3.271,0.019
442.257,47,90.5,3.333,0.015
442.357,47.4,90.6,3.376,0.012
442.457,47.7,90.7,3.411,0.012
442.556,47.8,90.6,3.438,0.012
442.656,47.7,90.7,3.45,0.012
442.756,47.4,90.9,3.454,0.012
442.855,46.8,90.7,3.462,0.015
442.955,46.3,90.6,3.454,0.012
443.055,45.4,90.7,3.442,0.012
443.154,44.4,90.6,3.427,0.015
443.254,43.2,90.5,3.407,0.012
443.354,41.8,90.5,3.38,0.008
443.453,40.4,90.3,3.345,0.012
443.553,38.8,90,3.302,0.008
443.653,37,90,3.243,0.012
443.752,35.2,89.8,3.181,0.012
443.852,33,89.6,3.107,0.012
443.952,30.7,89.3,3.021,0.015
444.051,28.4,89.1,2.924,0.012
444.151,25.8,88.8,2.818,0.019
444.251,23.4,88.6,2.698,0.015
444.35,20.7,88.4,2.561,0.019
444.45,18,88.2,2.417,0.023
444.55,15.1,88,2.257,0.019
444.649,12.3,87.8,2.074,0.023
444.749,9.4,87.6,1.887,0.023
444.849,6.4,87.2,1.676,0.023
444.948,3.6,87.2,1.458,0.019
445.048,0.7,87,1.212,0.023
445.148,-2.1,87.2,0.947,0.023
445.247,-5.3,87.2,0.655,0.027
445.347,-8.2,87.3,0.382,0.023
445.447,-11.2,87.5,0.097,0.027
445.546,-14.1,87.8,-0.195,0.027
445.646,-16.9,88.4,-0.479,0.027
445.746,-19.8,88.9,-0.768,0.023
445.845,-22.6,89,-1.049,0.023
445.945,-25.3,89.3,-1.306,0.023
446.045,-27.9,89.7,-1.563,0.023
446.145,-30.3,90,-1.793,0.023
446.244,-32.7,90.3,-2.027,0.023
446.344,-34.9,90.8,-2.23,0.023
446.444,-36.9,91.2,-2.421,0.027
446.543,-38.8,91.5,-2.612,0.019
446.643,-40.6,91.9,-2.779,0.019
446.743,-42.3,92.4,-2.928,0.023
446.842,-43.7,92.6,-3.056,0.023
446.942,-45.1,92.7,-3.169,0.019
447.042,-46.2,93,-3.255,0.019
447.141,-47.1,93.1,-3.317,0.019
447.241,-47.8,93.1,-3.384,0.023
447.341,-48.4,93.1,-3.438,0.015
447.44,-48.6,93.2,-3.469,0.015
447.54,-48.8,93.3,-3.493,0.019
447.64,-48.7,93.1,-3.505,0.015
447.739,-48.4,93.1,-3.516,0.015
447.839,-47.9,93,-3.516,0.015
447.939,-47.5,93,-3.512,0.015
448.038,-46.7,92.8,-3.501,0.015
448.138,-45.7,92.7,-3.489,0.015
448.238,-44.4,92.6,-3.469,0.027
448.337,-43,92.4,-3.438,0.012
448.437,-41.6,92.1,-3.403,0.015
448.537,-40,91.9,-3.352,0.012
448.636,-38.2,91.6,-3.298,0.019
448.736,-36.2,91.3,-3.236,0.015
448.836,-34,91,-3.165,0.015
448.935,-31.9,90.7,-3.08,0.015
449.035,-29.6,90.3,-2.986,0.015
449.135,-27.2,90,-2.881,0.015
449.234,-24.6,89.6,-2.76,0.031
449.334,-22,89.3,-2.631,0.015
449.434,-19.2,89,-2.475,0.019
449.533,-16.4,88.8,-2.316,0.015
449.633,-13.6,88.2,-2.14,0.015
449.733,-10.6,88.1,-1.949,0.019
449.832,-7.7,87.8,-1.746,0.015
449.932,-4.8,87.2,-1.528,0.019
450.032,-1.9,86.9,-1.286,0.019
450.132,1.2,86.8,-1.025,0.023
450.231,4.1,86.5,-0.756,0.023
450.331,7,85.9,-0.479,0.019
450.431,10,85.5,-0.187,0.023
450.53,13,85.4,0.105,0.023
450.63,15.7,85.2,0.398,0.023
450.73,18.7,85.2,0.698,0.023
450.829,21.5,85.4,0.978,0.023
450.929,24.1,85.8,1.244,0.027
451.029,26.8,86,1.489,0.023
451.128,29.3,86.4,1.723,0.023
451.228,31.7,86.9,1.941,0.023
451.328,33.8,87.3,2.152,0.019
451.427,35.8,87.6,2.347,0.019
451.527,37.9,88.2,2.534,0.019
451.627,39.7,88.6,2.705,0.015
451.726,41.2,88.8,2.857,0.012
451.826,42.8,89.1,2.986,0.015
451.926,44.1,89.5,3.091,0.012
452.025,45.1,89.7,3.185,0.012
452.125,46.1,89.8,3.267,0.012
452.225,46.8,90.2,3.329,0.008
452.324,47.4,90.3,3.384,0.015
452.424,47.7,90.2,3.419,0.012
452.524,47.8,90.4,3.446,0.008
452.623,47.8,90.3,3.469,0.012
452.723,47.5,90.3,3.477,0.008
452.823,47.1,90.3,3.477,0.012
452.922,46.5,90.4,3.477,0.012
453.022,45.7,90.2,3.469,0.008
453.122,44.7,90.3,3.458,0.008
453.221,43.6,90.3,3.438,0.012
453.321,42.4,90,3.407,0.015
453.421,40.9,90,3.372,0.012
453.52,39.4,89.9,3.337,0.008
453.62,37.6,89.7,3.286,0.008
453.72,35.7,89.4,3.224,0.008
453.819,33.8,89.2,3.15,0.012
453.919,31.4,89,3.064,0.012
454.019,29.1,88.8,2.978,0.012
454.118,26.7,88.4,2.873,0.012
454.218,24.2,88.2,2.752,0.015
454.318,21.6,88.1,2.627,0.027
454.418,19,87.7,2.479,0.015
454.517,16.1,87.6,2.319,0.015
454.617,13.2,87.5,2.148,0.019
454.717,10.4,87.1,1.961,0.019
454.816,7.5,87,1.762,0.015
454.916,4.5,86.8,1.54,0.019
455.016,1.7,86.6,1.306,0.019
455.115,-1.2,86.6,1.041,0.023
455.215,-4.3,86.9,0.756,0.023
455.315,-7.3,86.9,0.472,0.031
455.414,-10.2,86.9,0.191,0.023
455.514,-13.1,87.3,-0.097,0.023
455.614,-16.1,87.9,-0.394,0.023
455.713,-18.9,88.2,-0.682,0.023
455.813,-21.8,88.5,-0.963,0.019
455.913,-24.4,88.8,-1.232,0.019
456.012,-27,89,-1.481,0.019
456.112,-29.5,89.4,-1.731,0.019
456.212,-31.9,89.9,-1.965,0.019
456.311,-34.1,90.4,-2.171,0.023
456.411,-36.4,90.6,-2.378,0.019
456.511,-38.2,91.1,-2.561,0.015
456.61,-40.1,91.6,-2.74,0.019
456.71,-41.7,91.8,-2.892,0.019
456.81,-43.4,92.1,-3.033,0.019
456.909,-44.6,92.5,-3.146,0.019
457.009,-45.8,92.5,-3.239,0.015
457.109,-46.7,92.5,-3.314,0.015
457.208,-47.6,92.8,-3.376,0.012
457.308,-48.1,92.8,-3.43,0.015
457.408,-48.5,92.8,-3.477,0.019
457.507,-48.8,92.8,-3.497,0.015
457.607,-48.8,93,-3.516,0.015
457.707,-48.5,92.7,-3.532,0.015
457.806,-48.2,92.6,-3.528,0.015
457.906,-47.6,92.6,-3.532,0.012
458.006,-46.9,92.5,-3.524,0.015
458.105,-46,92.3,-3.512,0.015
458.205,-44.8,92.3,-3.485,0.015
458.305,-43.5,92.1,-3.462,0.015
458.405,-42.1,91.8,-3.43,0.023
458.504,-40.5,91.5,-3.388,0.012
458.604,-38.7,91.3,-3.333,0.015
458.704,-36.9,91,-3.275,0.015
458.803,-34.9,90.7,-3.208,0.015
458.903,-32.6,90.4,-3.126,0.015
459.003,-30.4,90,-3.029,0.015
459.102,-28,89.6,-2.935,0.012
459.202,-25.4,89.4,-2.815,0.012
459.302,-22.9,89.1,-2.686,0.012
459.401,-20.1,88.8,-2.542,0.023
459.501,-17.4,88.3,-2.386,0.015
459.601,-14.4,88.2,-2.206,0.015
459.7,-11.5,87.9,-2.027,0.015
459.8,-8.6,87.3,-1.824,0.015
459.9,-5.8,87,-1.614,0.015
459.999,-2.7,86.7,-1.372,0.019
460.099,0.1,86.4,-1.119,0.015
460.199,3.2,86.3,-0.854,0.015
460.298,6,85.8,-0.585,0.019
460.398,9.1,85.2,-0.285,0.031
460.498,12,84.9,0.008,0.015
460.597,14.8,84.9,0.304,0.023
460.697,17.7,84.7,0.608,0.023
460.797,20.6,84.9,0.893,0.019
460.896,23.3,85.2,1.162,0.023
460.996,25.9,85.5,1.423,0.023
461.096,28.5,85.9,1.657,0.019
461.195,30.9,86.4,1.883,0.019
461.295,33.1,87,2.093,0.019
461.395,35.2,87.3,2.296,0.027
461.494,37.1,87.6,2.487,0.019
461.594,39.1,88.1,2.662,0.015
461.694,40.7,88.5,2.818,0.015
461.793,42.3,88.8,2.955,0.012
461.893,43.6,89.1,3.072,0.012
461.993,44.8,89.4,3.173,0.008
462.092,45.8,89.6,3.255,0.008
462.192,46.5,89.7,3.317,0.008
462.292,47.3,90,3.38,0.008
462.392,47.5,90,3.423,0.008
462.491,47.7,90,3.458,0.012
462.591,47.7,90,3.473,0.008
462.691,47.7,90.2,3.489,0.012
462.79,47.2,90,3.493,0.004
462.89,46.7,90,3.493,0.008
462.99,46,90.1,3.485,0.008
463.089,45.1,90,3.473,0.008
463.189,43.9,89.8,3.462,0.008
463.289,42.9,89.8,3.434,0.008
463.388,41.5,89.7,3.403,0.004
463.488,39.9,89.5,3.364,0.012
463.588,38.2,89.4,3.314,0.008
463.687,36.4,89.3,3.259,0.004
463.787,34.4,89,3.189,0.012
463.887,32.1,88.7,3.111,0.012
463.986,29.9,88.5,3.021,0.012
464.086,27.5,88.3,2.92,0.015
464.186,24.9,88.1,2.807,0.012
464.285,22.5,87.8,2.678,0.012
464.385,19.9,87.6,2.542,0.019
464.485,16.9,87.4,2.386,0.027
464.584,14.2,87,2.218,0.019
464.684,11.3,87,2.031,0.019
464.784,8.4,86.8,1.84,0.015
464.883,5.6,86.5,1.629,0.015
464.983,2.7,86.3,1.392,0.019
465.083,-0.3,86.3,1.138,0.019
465.182,-3.2,86.4,0.862,0.019
465.282,-6.4,86.5,0.577,0.019
465.382,-9.2,86.6,0.292,0.019
465.481,-12.1,86.7,0,0.031
465.581,-15,87.2,-0.292,0.019
465.681,-17.8,87.9,-0.585,0.015
465.78,-20.7,88.2,-0.869,0.019
465.88,-23.6,88.3,-1.15,0.019
465.98,-26.1,88.8,-1.403,0.019
466.079,-28.7,89.1,-1.661,0.015
466.179,-31.1,89.4,-1.898,0.015
466.279,-33.4,89.9,-2.117,0.019
466.379,-35.6,90.3,-2.319,0.019
466.478,-37.6,90.8,-2.51,0.027
466.578,-39.4,91.1,-2.694,0.019
466.678,-41.2,91.6,-2.857,0.019
466.777,-42.9,91.8,-3.006,0.019
466.877,-44.3,92,-3.126,0.015
466.977,-45.5,92.3,-3.22,0.015
467.076,-46.6,92.4,-3.302,0.019
467.176,-47.4,92.4,-3.376,0.015
467.276,-47.9,92.5,-3.43,0.015
467.375,-48.5,92.7,-3.477,0.015
